rpm,mp,mode,err,n
1050,-9.88,OL,-3.45,1
1050,-9.88,all,-3.45,1
1050,-9.38,OL,4.88,1
1050,-9.38,all,4.88,1
1050,-8.62,CL,-9.38,1
1050,-8.62,all,-9.38,1
1050,-8.38,OL,3.3,1
1050,-8.38,CL,-7.03,1
1050,-8.38,all,-1.87,2
1050,-8.12,CL,-6.25,1
1050,-8.12,all,-6.25,1
1050,-7.62,CL,-2.35,2
1050,-7.62,all,-2.35,2
1050,-5.88,OL,3.53,8
1050,-5.88,all,3.53,8
1050,-3.38,CL,3.12,3
1050,-3.38,all,3.12,3
1050,-3.12,CL,3.12,9
1050,-3.12,all,3.12,9
1050,-1.88,OL,8.22,4
1050,-1.88,all,8.22,4
1150,-9.62,CL,2.73,2
1150,-9.62,all,2.73,2
1150,-9.38,OL,3.25,1
1150,-9.38,CL,4.69,3
1150,-9.38,all,4.69,4
1150,-9.12,CL,-10.55,6
1150,-9.12,all,-10.55,6
1150,-8.88,OL,6.14,2
1150,-8.88,CL,-10.16,1
1150,-8.88,all,5.73,3
1150,-8.62,OL,5.4,5
1150,-8.62,CL,-10.94,2
1150,-8.62,all,5.15,7
1150,-8.38,OL,1.64,5
1150,-8.38,all,1.64,5
1150,-8.12,OL,1.58,15
1150,-8.12,CL,-1.56,4
1150,-8.12,all,0.42,19
1150,-7.62,OL,2.33,2
1150,-7.62,all,2.33,2
1150,-7.38,OL,1.75,12
1150,-7.38,all,1.75,12
1150,-6.88,OL,2.92,2
1150,-6.88,all,2.92,2
1150,-6.38,OL,4.52,4
1150,-6.38,all,4.52,4
1150,-5.88,OL,-0.66,11
1150,-5.88,all,-0.66,11
1150,-3.62,OL,2.26,3
1150,-3.62,all,2.26,3
1150,-3.12,CL,2.34,1
1150,-3.12,all,2.34,1
1250,-9.62,OL,3.16,1
1250,-9.62,CL,-6.25,1
1250,-9.62,all,-1.54,2
1250,-9.38,OL,3.97,1
1250,-9.38,CL,0.78,8
1250,-9.38,all,0.78,9
1250,-9.12,CL,-5.47,11
1250,-9.12,all,-5.47,11
1250,-8.88,OL,1.91,4
1250,-8.88,all,1.91,4
1250,-8.62,OL,4.02,15
1250,-8.62,CL,-2.34,2
1250,-8.62,all,3.97,17
1250,-8.38,OL,-3.84,1
1250,-8.38,all,-3.84,1
1250,-7.88,CL,-3.12,3
1250,-7.88,all,-3.12,3
1250,-7.12,CL,-5.47,2
1250,-7.12,all,-5.47,2
1250,-6.12,OL,0.06,1
1250,-6.12,all,0.06,1
1250,-5.88,OL,0.3,2
1250,-5.88,all,0.3,2
1250,-5.12,CL,-7.82,1
1250,-5.12,all,-7.82,1
1250,-4.88,OL,4.46,2
1250,-4.88,CL,-7.03,1
1250,-4.88,all,1.65,3
1250,-4.62,OL,2.84,5
1250,-4.62,all,2.84,5
1250,-4.38,OL,5.0,1
1250,-4.38,all,5.0,1
1250,-4.12,OL,6.96,1
1250,-4.12,all,6.96,1
1250,-3.88,OL,9.05,1
1250,-3.88,all,9.05,1
1250,-2.62,OL,5.58,12
1250,-2.62,all,5.58,12
1350,-9.88,CL,-7.03,9
1350,-9.88,all,-7.03,9
1350,-9.62,CL,1.17,6
1350,-9.62,all,1.17,6
1350,-9.38,OL,16.46,2
1350,-9.38,CL,2.73,14
1350,-9.38,all,3.12,16
1350,-9.12,CL,-0.78,4
1350,-9.12,all,-0.78,4
1350,-8.88,OL,-3.4,6
1350,-8.88,all,-3.4,6
1350,-8.62,OL,-0.24,1
1350,-8.62,all,-0.24,1
1350,-8.38,OL,4.3,5
1350,-8.38,all,4.3,5
1350,-7.62,CL,-3.12,5
1350,-7.62,all,-3.12,5
1350,-7.12,OL,-2.29,2
1350,-7.12,all,-2.29,2
1350,-6.88,CL,3.12,3
1350,-6.88,all,3.12,3
1350,-6.62,CL,3.91,9
1350,-6.62,all,3.91,9
1350,-6.38,OL,-4.7,1
1350,-6.38,all,-4.7,1
1350,-4.88,CL,-5.47,14
1350,-4.88,all,-5.47,14
1350,-4.62,OL,3.33,14
1350,-4.62,CL,-4.3,2
1350,-4.62,all,2.56,16
1350,-4.38,OL,2.27,3
1350,-4.38,all,2.27,3
1350,-4.12,OL,2.9,1
1350,-4.12,all,2.9,1
1450,-9.88,CL,0.0,20
1450,-9.88,all,0.0,20
1450,-9.62,CL,-0.78,18
1450,-9.62,all,-0.78,18
1450,-9.38,CL,0.0,7
1450,-9.38,all,0.0,7
1450,-9.12,OL,2.75,2
1450,-9.12,CL,-3.12,8
1450,-9.12,all,-2.73,10
1450,-8.88,OL,-1.35,4
1450,-8.88,all,-1.35,4
1450,-8.62,OL,-0.59,4
1450,-8.62,all,-0.59,4
1450,-8.38,OL,2.32,1
1450,-8.38,all,2.32,1
1450,-8.12,OL,0.52,5
1450,-8.12,all,0.52,5
1450,-7.62,CL,-0.78,1
1450,-7.62,all,-0.78,1
1450,-7.38,OL,-5.0,5
1450,-7.38,CL,-0.78,4
1450,-7.38,all,-0.82,9
1450,-7.12,OL,-2.16,9
1450,-7.12,CL,-0.78,3
1450,-7.12,all,-1.47,12
1450,-6.88,CL,1.17,4
1450,-6.88,all,1.17,4
1450,-6.62,OL,-2.55,15
1450,-6.62,CL,-5.47,29
1450,-6.62,all,-4.69,44
1450,-6.38,OL,-5.55,16
1450,-6.38,all,-5.55,16
1450,-6.12,OL,-4.34,7
1450,-6.12,all,-4.34,7
1450,-5.88,OL,-2.2,5
1450,-5.88,all,-2.2,5
1450,-5.62,OL,-1.38,7
1450,-5.62,CL,-7.03,4
1450,-5.62,all,-2.67,11
1450,-5.38,OL,-6.6,3
1450,-5.38,CL,-9.38,6
1450,-5.38,all,-7.14,9
1450,-4.88,CL,-2.73,10
1450,-4.88,all,-2.73,10
1450,-4.62,OL,3.67,5
1450,-4.62,CL,-5.08,10
1450,-4.62,all,-1.56,15
1450,-4.38,OL,4.07,9
1450,-4.38,all,4.07,9
1450,-4.12,OL,2.09,3
1450,-4.12,all,2.09,3
1550,-10.38,CL,7.03,3
1550,-10.38,all,7.03,3
1550,-10.12,CL,1.56,5
1550,-10.12,all,1.56,5
1550,-9.88,CL,3.12,10
1550,-9.88,all,3.12,10
1550,-9.62,CL,8.21,10
1550,-9.62,all,8.21,10
1550,-9.38,OL,0.86,2
1550,-9.38,CL,-2.34,41
1550,-9.38,all,-2.34,43
1550,-9.12,OL,4.24,8
1550,-9.12,CL,-1.56,8
1550,-9.12,all,3.0,16
1550,-8.88,OL,6.84,5
1550,-8.88,CL,-5.47,5
1550,-8.88,all,-2.09,10
1550,-8.62,CL,-6.25,2
1550,-8.62,all,-6.25,2
1550,-8.38,CL,-12.5,3
1550,-8.38,all,-12.5,3
1550,-8.12,OL,0.86,5
1550,-8.12,all,0.86,5
1550,-7.38,OL,-2.66,8
1550,-7.38,CL,-1.17,4
1550,-7.38,all,-1.91,12
1550,-7.12,OL,1.86,5
1550,-7.12,all,1.86,5
1550,-6.88,CL,-0.78,18
1550,-6.88,all,-0.78,18
1550,-6.62,OL,-4.23,2
1550,-6.62,CL,-1.56,30
1550,-6.62,all,-1.56,32
1550,-6.38,OL,1.39,16
1550,-6.38,all,1.39,16
1550,-6.12,OL,-3.38,2
1550,-6.12,all,-3.38,2
1550,-5.62,OL,1.35,10
1550,-5.62,CL,-3.52,2
1550,-5.62,all,-1.59,12
1550,-5.38,OL,5.48,4
1550,-5.38,all,5.48,4
1550,-4.62,OL,2.88,1
1550,-4.62,all,2.88,1
1550,-3.88,OL,5.28,7
1550,-3.88,CL,-6.25,3
1550,-3.88,all,3.46,10
1550,-3.38,OL,5.38,4
1550,-3.38,all,5.38,4
1550,-1.38,OL,4.39,1
1550,-1.38,all,4.39,1
1550,-1.12,OL,5.85,2
1550,-1.12,all,5.85,2
1550,-0.88,OL,5.26,1
1550,-0.88,all,5.26,1
1550,-0.38,OL,3.72,2
1550,-0.38,all,3.72,2
1550,-0.12,OL,2.26,5
1550,-0.12,all,2.26,5
1650,-10.88,CL,3.91,1
1650,-10.88,all,3.91,1
1650,-10.38,CL,3.91,12
1650,-10.38,all,3.91,12
1650,-10.12,CL,6.25,23
1650,-10.12,all,6.25,23
1650,-9.88,OL,2.57,3
1650,-9.88,CL,3.91,15
1650,-9.88,all,3.52,18
1650,-9.62,OL,3.94,2
1650,-9.62,CL,3.91,3
1650,-9.62,all,3.91,5
1650,-9.38,OL,6.48,1
1650,-9.38,CL,-3.12,31
1650,-9.38,all,-3.12,32
1650,-9.12,OL,15.45,7
1650,-9.12,CL,-1.17,22
1650,-9.12,all,-0.78,29
1650,-8.88,OL,0.9,3
1650,-8.88,CL,-3.12,10
1650,-8.88,all,-2.34,13
1650,-8.62,OL,-4.38,13
1650,-8.62,all,-4.38,13
1650,-8.38,OL,-3.04,5
1650,-8.38,CL,-11.72,11
1650,-8.38,all,-9.59,16
1650,-8.12,OL,-0.6,22
1650,-8.12,CL,5.47,12
1650,-8.12,all,0.67,34
1650,-7.88,OL,2.3,10
1650,-7.88,CL,7.81,10
1650,-7.88,all,5.41,20
1650,-7.62,OL,-1.34,4
1650,-7.62,CL,-1.56,7
1650,-7.62,all,-1.56,11
1650,-7.38,OL,0.7,1
1650,-7.38,CL,-3.91,8
1650,-7.38,all,-3.91,9
1650,-7.12,OL,5.2,5
1650,-7.12,CL,-3.12,3
1650,-7.12,all,-1.67,8
1650,-6.88,OL,2.79,1
1650,-6.88,CL,-4.69,25
1650,-6.88,all,-4.69,26
1650,-6.62,OL,-4.25,17
1650,-6.62,CL,-1.95,8
1650,-6.62,all,-3.47,25
1650,-6.38,OL,0.83,10
1650,-6.38,CL,0.39,4
1650,-6.38,all,0.49,14
1650,-6.12,OL,0.06,5
1650,-6.12,CL,3.12,1
1650,-6.12,all,0.35,6
1650,-5.88,OL,-0.63,11
1650,-5.88,CL,-4.69,10
1650,-5.88,all,-2.39,21
1650,-5.62,OL,6.82,4
1650,-5.62,CL,-3.91,1
1650,-5.62,all,6.73,5
1650,-5.38,OL,5.5,9
1650,-5.38,CL,-3.12,7
1650,-5.38,all,-2.28,16
1650,-5.12,OL,9.06,1
1650,-5.12,CL,-3.91,4
1650,-5.12,all,-3.91,5
1650,-4.88,OL,4.62,2
1650,-4.88,CL,-1.56,7
1650,-4.88,all,-0.78,9
1650,-4.62,OL,3.21,7
1650,-4.62,CL,-3.52,6
1650,-4.62,all,2.85,13
1650,-4.38,OL,3.79,2
1650,-4.38,CL,-3.13,6
1650,-4.38,all,-2.74,8
1650,-4.12,OL,4.69,4
1650,-4.12,CL,-3.91,6
1650,-4.12,all,-3.91,10
1650,-3.88,OL,3.35,8
1650,-3.88,CL,-5.86,4
1650,-3.88,all,1.42,12
1650,-3.62,OL,5.72,7
1650,-3.62,CL,-8.59,18
1650,-3.62,all,-7.81,25
1650,-3.38,OL,5.05,14
1650,-3.38,all,5.05,14
1650,-3.12,OL,2.88,4
1650,-3.12,all,2.88,4
1650,-2.88,OL,3.29,1
1650,-2.88,all,3.29,1
1650,-2.62,OL,2.44,9
1650,-2.62,all,2.44,9
1650,-2.12,OL,3.44,22
1650,-2.12,all,3.44,22
1650,-1.88,OL,6.57,2
1650,-1.88,all,6.57,2
1650,-1.62,OL,5.12,4
1650,-1.62,all,5.12,4
1650,-0.62,OL,9.2,1
1650,-0.62,all,9.2,1
1650,-0.12,OL,-3.38,1
1650,-0.12,all,-3.38,1
1750,-10.62,CL,0.0,1
1750,-10.62,all,0.0,1
1750,-10.38,OL,1.85,2
1750,-10.38,CL,0.78,7
1750,-10.38,all,0.78,9
1750,-10.12,OL,1.58,8
1750,-10.12,CL,3.12,67
1750,-10.12,all,3.12,75
1750,-9.88,OL,-4.24,13
1750,-9.88,CL,3.91,54
1750,-9.88,all,3.12,67
1750,-9.62,OL,6.02,10
1750,-9.62,CL,3.12,27
1750,-9.62,all,3.12,37
1750,-9.38,OL,-1.59,22
1750,-9.38,CL,0.0,24
1750,-9.38,all,-0.78,46
1750,-9.12,OL,-2.0,16
1750,-9.12,CL,-0.78,35
1750,-9.12,all,-0.78,51
1750,-8.88,OL,-1.06,29
1750,-8.88,CL,0.78,38
1750,-8.88,all,0.0,67
1750,-8.62,OL,-5.75,4
1750,-8.62,CL,0.0,12
1750,-8.62,all,0.0,16
1750,-8.38,OL,-0.19,28
1750,-8.38,CL,3.12,41
1750,-8.38,all,2.34,69
1750,-8.12,OL,-1.87,43
1750,-8.12,CL,-1.56,8
1750,-8.12,all,-1.56,51
1750,-7.88,OL,-1.67,4
1750,-7.88,CL,1.17,12
1750,-7.88,all,0.39,16
1750,-7.62,OL,1.12,4
1750,-7.62,CL,-0.39,8
1750,-7.62,all,1.12,12
1750,-7.38,OL,2.69,7
1750,-7.38,CL,3.91,63
1750,-7.38,all,3.53,70
1750,-7.12,OL,1.18,11
1750,-7.12,CL,-3.91,13
1750,-7.12,all,-0.36,24
1750,-6.88,OL,0.01,2
1750,-6.88,CL,4.69,36
1750,-6.88,all,4.69,38
1750,-6.62,OL,-3.69,5
1750,-6.62,CL,1.56,41
1750,-6.62,all,1.17,46
1750,-6.38,OL,-2.67,13
1750,-6.38,CL,1.95,2
1750,-6.38,all,-2.04,15
1750,-6.12,OL,-2.19,9
1750,-6.12,CL,0.78,9
1750,-6.12,all,-0.9,18
1750,-5.88,OL,-0.48,8
1750,-5.88,CL,-6.25,15
1750,-5.88,all,-0.77,23
1750,-5.62,OL,-0.56,20
1750,-5.62,CL,-7.03,19
1750,-5.62,all,-0.73,39
1750,-5.38,OL,-0.32,7
1750,-5.38,CL,-1.56,10
1750,-5.38,all,-0.91,17
1750,-5.12,OL,-0.65,1
1750,-5.12,all,-0.65,1
1750,-4.88,OL,1.56,21
1750,-4.88,CL,-0.78,10
1750,-4.88,all,1.13,31
1750,-4.62,OL,1.41,62
1750,-4.62,CL,0.0,34
1750,-4.62,all,0.92,96
1750,-4.38,OL,6.0,6
1750,-4.38,CL,1.56,14
1750,-4.38,all,2.33,20
1750,-4.12,OL,7.47,12
1750,-4.12,CL,1.56,6
1750,-4.12,all,1.56,18
1750,-3.88,OL,3.5,15
1750,-3.88,CL,-7.81,9
1750,-3.88,all,-0.48,24
1750,-3.62,OL,4.23,11
1750,-3.62,all,4.23,11
1750,-3.38,OL,5.36,5
1750,-3.38,all,5.36,5
1750,-3.12,OL,3.71,35
1750,-3.12,all,3.71,35
1750,-2.88,OL,4.63,10
1750,-2.88,all,4.63,10
1750,-2.62,OL,3.33,7
1750,-2.62,all,3.33,7
1750,-2.38,OL,3.15,5
1750,-2.38,all,3.15,5
1750,-2.12,OL,6.73,3
1750,-2.12,all,6.73,3
1750,-1.88,OL,5.53,30
1750,-1.88,all,5.53,30
1750,-1.38,OL,5.55,2
1750,-1.38,all,5.55,2
1750,-1.12,OL,2.9,1
1750,-1.12,all,2.9,1
1750,-0.88,OL,3.73,10
1750,-0.88,all,3.73,10
1750,-0.62,OL,5.37,10
1750,-0.62,all,5.37,10
1750,-0.38,OL,5.77,4
1750,-0.38,all,5.77,4
1750,0.12,OL,0.76,2
1750,0.12,all,0.76,2
1850,-10.88,CL,2.73,8
1850,-10.88,all,2.73,8
1850,-10.62,CL,5.47,7
1850,-10.62,all,5.47,7
1850,-10.38,OL,-4.56,3
1850,-10.38,CL,-1.56,24
1850,-10.38,all,-1.56,27
1850,-10.12,OL,1.51,9
1850,-10.12,CL,1.56,113
1850,-10.12,all,1.56,122
1850,-9.88,OL,-0.16,48
1850,-9.88,CL,2.34,169
1850,-9.88,all,2.34,217
1850,-9.62,OL,1.95,38
1850,-9.62,CL,3.12,47
1850,-9.62,all,3.12,85
1850,-9.38,OL,-0.4,68
1850,-9.38,CL,2.34,116
1850,-9.38,all,2.34,184
1850,-9.12,OL,0.52,37
1850,-9.12,CL,5.47,44
1850,-9.12,all,3.91,81
1850,-8.88,OL,1.66,46
1850,-8.88,CL,3.12,110
1850,-8.88,all,3.12,156
1850,-8.62,OL,-4.4,4
1850,-8.62,CL,-0.39,34
1850,-8.62,all,-0.39,38
1850,-8.38,OL,-0.43,81
1850,-8.38,CL,2.34,49
1850,-8.38,all,0.76,130
1850,-8.12,OL,-5.93,47
1850,-8.12,CL,4.69,69
1850,-8.12,all,3.91,116
1850,-7.88,OL,-1.41,57
1850,-7.88,CL,3.91,20
1850,-7.88,all,-0.28,77
1850,-7.62,OL,1.03,16
1850,-7.62,CL,1.56,73
1850,-7.62,all,1.56,89
1850,-7.38,OL,3.73,18
1850,-7.38,CL,2.34,47
1850,-7.38,all,2.34,65
1850,-7.12,OL,5.85,49
1850,-7.12,CL,0.0,38
1850,-7.12,all,3.12,87
1850,-6.88,OL,-0.13,33
1850,-6.88,CL,2.34,9
1850,-6.88,all,0.4,42
1850,-6.62,OL,-1.29,13
1850,-6.62,CL,2.34,45
1850,-6.62,all,2.34,58
1850,-6.38,OL,-0.21,23
1850,-6.38,CL,1.56,49
1850,-6.38,all,1.56,72
1850,-6.12,OL,1.97,18
1850,-6.12,CL,2.34,24
1850,-6.12,all,2.34,42
1850,-5.88,OL,1.92,30
1850,-5.88,CL,1.95,82
1850,-5.88,all,1.92,112
1850,-5.62,OL,1.33,19
1850,-5.62,CL,0.78,49
1850,-5.62,all,1.06,68
1850,-5.38,OL,2.56,21
1850,-5.38,CL,3.91,48
1850,-5.38,all,3.91,69
1850,-5.12,OL,0.83,3
1850,-5.12,CL,3.12,30
1850,-5.12,all,3.12,33
1850,-4.88,OL,4.7,51
1850,-4.88,CL,2.34,44
1850,-4.88,all,3.12,95
1850,-4.62,OL,1.03,26
1850,-4.62,CL,3.12,214
1850,-4.62,all,3.11,240
1850,-4.38,OL,6.36,13
1850,-4.38,CL,3.12,102
1850,-4.38,all,3.12,115
1850,-4.12,OL,4.88,17
1850,-4.12,CL,2.34,45
1850,-4.12,all,2.34,62
1850,-3.88,OL,0.26,28
1850,-3.88,CL,-1.56,22
1850,-3.88,all,-0.21,50
1850,-3.62,OL,-1.55,35
1850,-3.62,CL,-2.34,2
1850,-3.62,all,-1.56,37
1850,-3.38,OL,-1.5,21
1850,-3.38,all,-1.5,21
1850,-3.12,OL,2.16,59
1850,-3.12,CL,-1.56,10
1850,-3.12,all,1.56,69
1850,-2.88,OL,2.17,83
1850,-2.88,CL,-1.17,2
1850,-2.88,all,2.17,85
1850,-2.62,OL,1.95,18
1850,-2.62,all,1.95,18
1850,-2.38,OL,6.44,1
1850,-2.38,CL,-7.03,1
1850,-2.38,all,-0.3,2
1850,-2.12,OL,6.13,34
1850,-2.12,CL,-6.25,1
1850,-2.12,all,6.03,35
1850,-1.88,OL,5.29,23
1850,-1.88,all,5.29,23
1850,-1.62,OL,3.78,20
1850,-1.62,all,3.78,20
1850,-1.38,OL,5.52,14
1850,-1.38,all,5.52,14
1850,-1.12,OL,5.2,26
1850,-1.12,all,5.2,26
1850,-0.88,OL,0.57,20
1850,-0.88,all,0.57,20
1850,-0.62,OL,5.17,10
1850,-0.62,all,5.17,10
1850,-0.38,OL,2.65,21
1850,-0.38,all,2.65,21
1850,-0.12,OL,-4.1,33
1850,-0.12,all,-4.1,33
1850,0.12,OL,-0.48,12
1850,0.12,CL,-1.56,1
1850,0.12,all,-0.75,13
1850,0.38,OL,1.2,7
1850,0.38,all,1.2,7
1850,0.62,OL,-4.25,3
1850,0.62,all,-4.25,3
1850,1.12,OL,-1.4,21
1850,1.12,all,-1.4,21
1850,1.38,OL,-0.89,1
1850,1.38,all,-0.89,1
1950,-10.88,OL,0.01,6
1950,-10.88,CL,2.34,31
1950,-10.88,all,2.34,37
1950,-10.62,OL,2.87,5
1950,-10.62,CL,5.08,16
1950,-10.62,all,4.69,21
1950,-10.38,OL,3.03,16
1950,-10.38,CL,3.12,140
1950,-10.38,all,3.12,156
1950,-10.12,OL,-0.37,38
1950,-10.12,CL,1.56,121
1950,-10.12,all,1.56,159
1950,-9.88,OL,-3.21,51
1950,-9.88,CL,0.78,243
1950,-9.88,all,0.78,294
1950,-9.62,OL,-2.36,47
1950,-9.62,CL,0.78,181
1950,-9.62,all,0.78,228
1950,-9.38,OL,-2.54,87
1950,-9.38,CL,0.78,201
1950,-9.38,all,0.37,288
1950,-9.12,OL,-0.71,48
1950,-9.12,CL,2.34,249
1950,-9.12,all,1.56,297
1950,-8.88,OL,-1.57,57
1950,-8.88,CL,0.0,125
1950,-8.88,all,-0.58,182
1950,-8.62,OL,0.74,36
1950,-8.62,CL,-3.52,34
1950,-8.62,all,-2.6,70
1950,-8.38,OL,-1.31,76
1950,-8.38,CL,0.0,112
1950,-8.38,all,0.0,188
1950,-8.12,OL,-2.51,62
1950,-8.12,CL,0.78,79
1950,-8.12,all,-0.78,141
1950,-7.88,OL,-2.57,27
1950,-7.88,CL,-0.78,10
1950,-7.88,all,-2.15,37
1950,-7.62,OL,-0.65,69
1950,-7.62,CL,-1.56,103
1950,-7.62,all,-1.56,172
1950,-7.38,OL,1.43,45
1950,-7.38,CL,-3.12,50
1950,-7.38,all,-1.61,95
1950,-7.12,OL,0.2,42
1950,-7.12,CL,-3.12,55
1950,-7.12,all,-2.34,97
1950,-6.88,OL,-2.23,24
1950,-6.88,CL,-2.34,72
1950,-6.88,all,-2.34,96
1950,-6.62,OL,0.24,13
1950,-6.62,CL,-3.91,47
1950,-6.62,all,-3.12,60
1950,-6.38,OL,3.7,2
1950,-6.38,CL,-1.17,54
1950,-6.38,all,-0.78,56
1950,-6.12,OL,-2.9,8
1950,-6.12,CL,1.56,77
1950,-6.12,all,0.78,85
1950,-5.88,OL,1.48,82
1950,-5.88,CL,0.0,52
1950,-5.88,all,0.78,134
1950,-5.62,OL,2.53,50
1950,-5.62,CL,-0.78,51
1950,-5.62,all,0.0,101
1950,-5.38,OL,2.99,49
1950,-5.38,CL,0.78,82
1950,-5.38,all,1.56,131
1950,-5.12,OL,3.66,45
1950,-5.12,CL,0.0,67
1950,-5.12,all,1.51,112
1950,-4.88,OL,3.71,85
1950,-4.88,CL,0.0,95
1950,-4.88,all,1.26,180
1950,-4.62,OL,3.47,58
1950,-4.62,CL,0.78,221
1950,-4.62,all,0.78,279
1950,-4.38,OL,2.49,21
1950,-4.38,CL,0.0,245
1950,-4.38,all,0.0,266
1950,-4.12,OL,1.97,20
1950,-4.12,CL,1.56,84
1950,-4.12,all,1.56,104
1950,-3.88,OL,1.84,52
1950,-3.88,CL,-0.78,182
1950,-3.88,all,0.0,234
1950,-3.62,OL,3.8,69
1950,-3.62,CL,-1.56,47
1950,-3.62,all,1.14,116
1950,-3.38,OL,3.17,29
1950,-3.38,CL,-2.34,61
1950,-3.38,all,-2.34,90
1950,-3.12,OL,5.29,44
1950,-3.12,CL,-3.91,60
1950,-3.12,all,-1.56,104
1950,-2.88,OL,4.65,71
1950,-2.88,CL,-1.56,125
1950,-2.88,all,-0.78,196
1950,-2.62,OL,4.77,53
1950,-2.62,CL,-4.69,16
1950,-2.62,all,3.88,69
1950,-2.38,OL,3.36,31
1950,-2.38,CL,-5.47,14
1950,-2.38,all,1.04,45
1950,-2.12,OL,3.54,66
1950,-2.12,CL,-3.91,35
1950,-2.12,all,0.62,101
1950,-1.88,OL,5.82,42
1950,-1.88,CL,-3.91,6
1950,-1.88,all,5.61,48
1950,-1.62,OL,4.9,76
1950,-1.62,CL,-3.12,82
1950,-1.62,all,-1.56,158
1950,-1.38,OL,2.82,25
1950,-1.38,CL,-2.34,5
1950,-1.38,all,2.59,30
1950,-1.12,OL,7.77,21
1950,-1.12,CL,-1.56,14
1950,-1.12,all,5.64,35
1950,-0.88,OL,3.76,66
1950,-0.88,all,3.76,66
1950,-0.62,OL,5.74,33
1950,-0.62,all,5.74,33
1950,-0.38,OL,4.44,110
1950,-0.38,CL,-2.34,21
1950,-0.38,all,3.02,131
1950,-0.12,OL,1.72,73
1950,-0.12,CL,1.56,56
1950,-0.12,all,1.56,129
1950,0.12,OL,-0.93,78
1950,0.12,CL,-0.78,7
1950,0.12,all,-0.87,85
1950,0.38,OL,1.09,10
1950,0.38,all,1.09,10
1950,0.62,OL,0.1,2
1950,0.62,all,0.1,2
1950,0.88,OL,-9.14,14
1950,0.88,all,-9.14,14
1950,1.12,OL,-5.25,58
1950,1.12,all,-5.25,58
1950,1.38,OL,-2.64,20
1950,1.38,all,-2.64,20
1950,1.62,OL,-2.69,33
1950,1.62,all,-2.69,33
2050,-10.88,OL,3.22,12
2050,-10.88,CL,4.69,19
2050,-10.88,all,4.69,31
2050,-10.62,OL,8.03,5
2050,-10.62,CL,4.69,17
2050,-10.62,all,5.47,22
2050,-10.38,OL,2.16,47
2050,-10.38,CL,4.69,124
2050,-10.38,all,4.69,171
2050,-10.12,OL,-4.29,48
2050,-10.12,CL,2.34,96
2050,-10.12,all,0.78,144
2050,-9.88,OL,-3.84,125
2050,-9.88,CL,1.56,105
2050,-9.88,all,-0.78,230
2050,-9.62,OL,-3.77,117
2050,-9.62,CL,0.78,195
2050,-9.62,all,-0.53,312
2050,-9.38,OL,-2.77,118
2050,-9.38,CL,2.34,364
2050,-9.38,all,0.78,482
2050,-9.12,OL,-0.94,88
2050,-9.12,CL,2.34,462
2050,-9.12,all,1.71,550
2050,-8.88,OL,-0.44,121
2050,-8.88,CL,1.56,264
2050,-8.88,all,0.63,385
2050,-8.62,OL,0.58,87
2050,-8.62,CL,-2.34,112
2050,-8.62,all,-0.78,199
2050,-8.38,OL,-2.51,103
2050,-8.38,CL,-2.34,186
2050,-8.38,all,-2.34,289
2050,-8.12,OL,-3.4,148
2050,-8.12,CL,-1.56,334
2050,-8.12,all,-2.34,482
2050,-7.88,OL,-0.15,70
2050,-7.88,CL,-3.12,92
2050,-7.88,all,-1.6,162
2050,-7.62,OL,-0.43,197
2050,-7.62,CL,-4.69,324
2050,-7.62,all,-2.57,521
2050,-7.38,OL,-0.04,156
2050,-7.38,CL,-3.12,327
2050,-7.38,all,-2.34,483
2050,-7.12,OL,0.11,216
2050,-7.12,CL,-5.47,163
2050,-7.12,all,-2.21,379
2050,-6.88,OL,-1.34,125
2050,-6.88,CL,-1.56,59
2050,-6.88,all,-1.56,184
2050,-6.62,OL,0.79,178
2050,-6.62,CL,-2.34,139
2050,-6.62,all,-0.76,317
2050,-6.38,OL,1.66,70
2050,-6.38,CL,-1.56,176
2050,-6.38,all,-0.78,246
2050,-6.12,OL,0.95,75
2050,-6.12,CL,-1.56,68
2050,-6.12,all,-0.57,143
2050,-5.88,OL,2.32,162
2050,-5.88,CL,0.78,168
2050,-5.88,all,1.6,330
2050,-5.62,OL,1.62,220
2050,-5.62,CL,-2.34,176
2050,-5.62,all,-0.43,396
2050,-5.38,OL,1.04,145
2050,-5.38,CL,-0.78,98
2050,-5.38,all,0.15,243
2050,-5.12,OL,2.39,113
2050,-5.12,CL,0.0,89
2050,-5.12,all,0.78,202
2050,-4.88,OL,1.19,171
2050,-4.88,CL,-0.78,185
2050,-4.88,all,0.5,356
2050,-4.62,OL,-0.27,162
2050,-4.62,CL,-2.34,161
2050,-4.62,all,-1.56,323
2050,-4.38,OL,0.75,193
2050,-4.38,CL,-1.56,108
2050,-4.38,all,-0.78,301
2050,-4.12,OL,2.21,99
2050,-4.12,CL,-1.56,89
2050,-4.12,all,-0.78,188
2050,-3.88,OL,1.06,211
2050,-3.88,CL,-3.91,151
2050,-3.88,all,-1.34,362
2050,-3.62,OL,1.74,262
2050,-3.62,CL,-3.91,134
2050,-3.62,all,-0.43,396
2050,-3.38,OL,2.07,79
2050,-3.38,CL,-1.56,56
2050,-3.38,all,0.06,135
2050,-3.12,OL,4.29,124
2050,-3.12,CL,-4.69,137
2050,-3.12,all,-1.56,261
2050,-2.88,OL,4.11,223
2050,-2.88,CL,-3.12,102
2050,-2.88,all,2.6,325
2050,-2.62,OL,2.79,112
2050,-2.62,CL,-3.12,134
