rpm,mp,mode,err,n
3150,5.62,all,2.64,13
3150,5.88,OL,-0.66,1
3150,5.88,all,-0.66,1
3250,-10.88,OL,-1.03,49
3250,-10.88,CL,3.12,70
3250,-10.88,all,2.34,119
3250,-10.62,OL,-1.13,46
3250,-10.62,CL,-2.34,113
3250,-10.62,all,-1.56,159
3250,-10.38,OL,-4.1,45
3250,-10.38,CL,-0.78,66
3250,-10.38,all,-2.18,111
3250,-10.12,OL,-3.89,37
3250,-10.12,CL,-4.69,89
3250,-10.12,all,-4.26,126
3250,-9.88,OL,-1.82,51
3250,-9.88,CL,-2.34,286
3250,-9.88,all,-2.34,337
3250,-9.62,OL,-1.8,40
3250,-9.62,CL,-2.34,138
3250,-9.62,all,-2.34,178
3250,-9.38,OL,-3.42,258
3250,-9.38,CL,-2.34,507
3250,-9.38,all,-2.86,765
3250,-9.12,OL,-3.89,136
3250,-9.12,CL,-1.56,463
3250,-9.12,all,-2.34,599
3250,-8.88,OL,-3.91,196
3250,-8.88,CL,-1.56,401
3250,-8.88,all,-2.34,597
3250,-8.62,OL,-3.89,121
3250,-8.62,CL,-1.56,236
3250,-8.62,all,-2.34,357
3250,-8.38,OL,-0.99,105
3250,-8.38,CL,-1.56,344
3250,-8.38,all,-1.56,449
3250,-8.12,OL,-2.54,165
3250,-8.12,CL,-0.78,422
3250,-8.12,all,-1.56,587
3250,-7.88,OL,-3.18,122
3250,-7.88,CL,0.78,232
3250,-7.88,all,-0.78,354
3250,-7.62,OL,-2.21,245
3250,-7.62,CL,-0.78,400
3250,-7.62,all,-1.26,645
3250,-7.38,OL,-2.53,252
3250,-7.38,CL,0.78,480
3250,-7.38,all,-0.78,732
3250,-7.12,OL,-1.93,252
3250,-7.12,CL,0.78,674
3250,-7.12,all,0.0,926
3250,-6.88,OL,-0.14,123
3250,-6.88,CL,0.78,313
3250,-6.88,all,0.78,436
3250,-6.62,OL,-0.94,334
3250,-6.62,CL,0.0,422
3250,-6.62,all,-0.78,756
3250,-6.38,OL,-2.25,315
3250,-6.38,CL,0.0,601
3250,-6.38,all,-0.78,916
3250,-6.12,OL,-1.63,175
3250,-6.12,CL,1.56,287
3250,-6.12,all,0.14,462
3250,-5.88,OL,-0.73,289
3250,-5.88,CL,2.34,694
3250,-5.88,all,1.56,983
3250,-5.62,OL,-1.2,397
3250,-5.62,CL,3.91,386
3250,-5.62,all,1.29,783
3250,-5.38,OL,-0.75,401
3250,-5.38,CL,3.13,385
3250,-5.38,all,0.81,786
3250,-5.12,OL,-0.68,235
3250,-5.12,CL,-0.78,155
3250,-5.12,all,-0.78,390
3250,-4.88,OL,-0.78,528
3250,-4.88,CL,0.0,303
3250,-4.88,all,-0.39,831
3250,-4.62,OL,0.16,750
3250,-4.62,CL,0.0,455
3250,-4.62,all,0.0,1205
3250,-4.38,OL,1.45,957
3250,-4.38,CL,0.0,389
3250,-4.38,all,0.75,1346
3250,-4.12,OL,1.84,631
3250,-4.12,CL,0.0,39
3250,-4.12,all,1.69,670
3250,-3.88,OL,1.63,1527
3250,-3.88,CL,0.0,6
3250,-3.88,all,1.63,1533
3250,-3.62,OL,1.17,1295
3250,-3.62,all,1.17,1295
3250,-3.38,OL,-0.91,714
3250,-3.38,all,-0.91,714
3250,-3.12,OL,-0.18,1292
3250,-3.12,all,-0.18,1292
3250,-2.88,OL,1.03,1394
3250,-2.88,all,1.03,1394
3250,-2.62,OL,2.51,1459
3250,-2.62,all,2.51,1459
3250,-2.38,OL,2.61,495
3250,-2.38,all,2.61,495
3250,-2.12,OL,3.91,804
3250,-2.12,all,3.91,804
3250,-1.88,OL,4.05,832
3250,-1.88,all,4.05,832
3250,-1.62,OL,4.23,750
3250,-1.62,all,4.23,750
3250,-1.38,OL,3.8,470
3250,-1.38,all,3.8,470
3250,-1.12,OL,3.42,915
3250,-1.12,all,3.42,915
3250,-0.88,OL,3.29,873
3250,-0.88,all,3.29,873
3250,-0.62,OL,2.42,271
3250,-0.62,all,2.42,271
3250,-0.38,OL,0.99,389
3250,-0.38,all,0.99,389
3250,-0.12,OL,-3.08,297
3250,-0.12,all,-3.08,297
3250,0.12,OL,-6.4,360
3250,0.12,all,-6.4,360
3250,0.38,OL,-5.08,103
3250,0.38,all,-5.08,103
3250,0.62,OL,-8.55,236
3250,0.62,all,-8.55,236
3250,0.88,OL,-9.36,173
3250,0.88,all,-9.36,173
3250,1.12,OL,-6.85,50
3250,1.12,all,-6.85,50
3250,1.38,OL,-6.75,62
3250,1.38,all,-6.75,62
3250,1.62,OL,-8.9,101
3250,1.62,all,-8.9,101
3250,1.88,OL,-9.7,46
3250,1.88,all,-9.7,46
3250,2.12,OL,-8.66,54
3250,2.12,all,-8.66,54
3250,2.38,OL,-6.63,64
3250,2.38,all,-6.63,64
3250,2.62,OL,-4.89,29
3250,2.62,all,-4.89,29
3250,2.88,OL,-6.39,14
3250,2.88,all,-6.39,14
3250,3.12,OL,-1.19,3
3250,3.12,all,-1.19,3
3250,3.38,OL,-1.81,24
3250,3.38,all,-1.81,24
3250,3.62,OL,-2.42,58
3250,3.62,all,-2.42,58
3250,3.88,OL,-2.93,27
3250,3.88,all,-2.93,27
3250,4.12,OL,-5.41,70
3250,4.12,all,-5.41,70
3250,4.38,OL,-0.71,13
3250,4.38,all,-0.71,13
3250,4.62,OL,2.33,12
3250,4.62,all,2.33,12
3250,4.88,OL,1.94,2
3250,4.88,all,1.94,2
3250,5.12,OL,1.64,6
3250,5.12,all,1.64,6
3250,5.38,OL,-2.09,22
3250,5.38,all,-2.09,22
3250,5.62,OL,-2.25,2
3250,5.62,all,-2.25,2
3350,-10.88,OL,1.54,10
3350,-10.88,CL,9.37,95
3350,-10.88,all,8.59,105
3350,-10.62,OL,1.26,11
3350,-10.62,CL,3.12,19
3350,-10.62,all,2.34,30
3350,-10.38,OL,-4.14,39
3350,-10.38,CL,3.12,63
3350,-10.38,all,0.91,102
3350,-10.12,OL,-1.44,43
3350,-10.12,CL,-0.78,44
3350,-10.12,all,-1.22,87
3350,-9.88,OL,-1.94,107
3350,-9.88,CL,-2.35,264
3350,-9.88,all,-2.35,371
3350,-9.62,OL,-2.56,36
3350,-9.62,CL,2.34,177
3350,-9.62,all,1.56,213
3350,-9.38,OL,-2.81,53
3350,-9.38,CL,2.34,193
3350,-9.38,all,0.78,246
3350,-9.12,OL,-2.68,152
3350,-9.12,CL,1.56,146
3350,-9.12,all,-0.86,298
3350,-8.88,OL,-1.93,99
3350,-8.88,CL,2.34,265
3350,-8.88,all,1.56,364
3350,-8.62,OL,-1.41,51
3350,-8.62,CL,3.12,89
3350,-8.62,all,0.95,140
3350,-8.38,OL,-1.85,96
3350,-8.38,CL,3.91,299
3350,-8.38,all,2.34,395
3350,-8.12,OL,-2.89,178
3350,-8.12,CL,3.91,262
3350,-8.12,all,1.39,440
3350,-7.88,OL,-4.45,167
3350,-7.88,CL,3.12,107
3350,-7.88,all,-1.78,274
3350,-7.62,OL,-3.68,300
3350,-7.62,CL,3.52,218
3350,-7.62,all,-1.03,518
3350,-7.38,OL,-4.38,172
3350,-7.38,CL,4.69,370
3350,-7.38,all,1.56,542
3350,-7.12,OL,-0.56,154
3350,-7.12,CL,2.34,515
3350,-7.12,all,1.56,669
3350,-6.88,OL,-0.83,68
3350,-6.88,CL,2.34,342
3350,-6.88,all,2.34,410
3350,-6.62,OL,0.46,286
3350,-6.62,CL,4.69,759
3350,-6.62,all,4.34,1045
3350,-6.38,OL,-1.44,240
3350,-6.38,CL,6.25,376
3350,-6.38,all,3.12,616
3350,-6.12,OL,0.64,154
3350,-6.12,CL,6.25,325
3350,-6.12,all,4.69,479
3350,-5.88,OL,-0.62,299
3350,-5.88,CL,7.03,502
3350,-5.88,all,3.91,801
3350,-5.62,OL,-0.42,280
3350,-5.62,CL,7.81,633
3350,-5.62,all,5.47,913
3350,-5.38,OL,-0.85,417
3350,-5.38,CL,5.47,659
3350,-5.38,all,3.06,1076
3350,-5.12,OL,-0.04,247
3350,-5.12,CL,2.34,229
3350,-5.12,all,0.79,476
3350,-4.88,OL,1.2,601
3350,-4.88,CL,0.78,384
3350,-4.88,all,0.95,985
3350,-4.62,OL,3.56,1110
3350,-4.62,CL,0.0,143
3350,-4.62,all,3.19,1253
3350,-4.38,OL,4.02,1143
3350,-4.38,CL,0.0,49
3350,-4.38,all,3.89,1192
3350,-4.12,OL,3.7,664
3350,-4.12,all,3.7,664
3350,-3.88,OL,3.84,1743
3350,-3.88,all,3.84,1743
3350,-3.62,OL,3.08,1827
3350,-3.62,all,3.08,1827
3350,-3.38,OL,1.04,765
3350,-3.38,all,1.04,765
3350,-3.12,OL,1.93,1679
3350,-3.12,all,1.93,1679
3350,-2.88,OL,2.16,1477
3350,-2.88,all,2.16,1477
3350,-2.62,OL,2.91,1588
3350,-2.62,all,2.91,1588
3350,-2.38,OL,3.53,765
3350,-2.38,all,3.53,765
3350,-2.12,OL,3.82,1304
3350,-2.12,all,3.82,1304
3350,-1.88,OL,4.47,1423
3350,-1.88,all,4.47,1423
3350,-1.62,OL,4.53,1020
3350,-1.62,all,4.53,1020
3350,-1.38,OL,3.83,509
3350,-1.38,all,3.83,509
3350,-1.12,OL,2.49,779
3350,-1.12,all,2.49,779
3350,-0.88,OL,-0.34,733
3350,-0.88,all,-0.34,733
3350,-0.62,OL,-3.19,404
3350,-0.62,all,-3.19,404
3350,-0.38,OL,-2.38,809
3350,-0.38,all,-2.38,809
3350,-0.12,OL,-3.77,390
3350,-0.12,all,-3.77,390
3350,0.12,OL,-7.42,294
3350,0.12,all,-7.42,294
3350,0.38,OL,-6.54,128
3350,0.38,all,-6.54,128
3350,0.62,OL,-9.06,282
3350,0.62,all,-9.06,282
3350,0.88,OL,-9.31,337
3350,0.88,all,-9.31,337
3350,1.12,OL,-8.46,101
3350,1.12,all,-8.46,101
3350,1.38,OL,-8.01,158
3350,1.38,all,-8.01,158
3350,1.62,OL,-8.14,201
3350,1.62,all,-8.14,201
3350,1.88,OL,-6.02,31
3350,1.88,all,-6.02,31
3350,2.12,OL,-7.32,25
3350,2.12,all,-7.32,25
3350,2.38,OL,-6.64,36
3350,2.38,all,-6.64,36
3350,2.62,OL,-4.69,78
3350,2.62,all,-4.69,78
3350,2.88,OL,-3.32,105
3350,2.88,all,-3.32,105
3350,3.12,OL,-0.73,65
3350,3.12,all,-0.73,65
3350,3.38,OL,-2.91,94
3350,3.38,all,-2.91,94
3350,3.62,OL,-2.94,50
3350,3.62,all,-2.94,50
3350,3.88,OL,-2.54,36
3350,3.88,all,-2.54,36
3350,4.12,OL,-1.13,51
3350,4.12,all,-1.13,51
3350,4.38,OL,-2.01,43
3350,4.38,all,-2.01,43
3350,4.62,OL,-2.18,3
3350,4.62,all,-2.18,3
3350,4.88,OL,-2.27,4
3350,4.88,all,-2.27,4
3350,5.12,OL,-2.02,15
3350,5.12,all,-2.02,15
3350,5.38,OL,-3.79,15
3350,5.38,all,-3.79,15
3350,5.62,OL,-5.36,15
3350,5.62,all,-5.36,15
3350,5.88,OL,-6.1,5
3350,5.88,all,-6.1,5
3450,-10.88,CL,5.47,33
3450,-10.88,all,5.47,33
3450,-10.62,OL,-4.05,3
3450,-10.62,CL,1.56,12
3450,-10.62,all,1.56,15
3450,-10.38,OL,4.8,9
3450,-10.38,CL,2.34,41
3450,-10.38,all,3.12,50
3450,-10.12,OL,-3.31,35
3450,-10.12,CL,1.56,76
3450,-10.12,all,-0.07,111
3450,-9.88,OL,-1.3,66
3450,-9.88,CL,1.56,195
3450,-9.88,all,1.04,261
3450,-9.62,OL,0.8,10
3450,-9.62,CL,3.9,208
3450,-9.62,all,3.51,218
3450,-9.38,OL,-0.99,71
3450,-9.38,CL,3.9,181
3450,-9.38,all,1.67,252
3450,-9.12,OL,-4.09,60
3450,-9.12,CL,4.69,347
3450,-9.12,all,3.12,407
3450,-8.88,OL,-4.12,91
3450,-8.88,CL,6.25,265
3450,-8.88,all,3.91,356
3450,-8.62,OL,-7.42,22
3450,-8.62,CL,4.69,105
3450,-8.62,all,3.91,127
3450,-8.38,OL,-2.44,50
3450,-8.38,CL,3.91,274
3450,-8.38,all,3.91,324
3450,-8.12,OL,-1.45,173
3450,-8.12,CL,3.91,257
3450,-8.12,all,2.34,430
3450,-7.88,OL,-3.82,55
3450,-7.88,CL,4.69,100
3450,-7.88,all,3.13,155
3450,-7.62,OL,-3.5,108
3450,-7.62,CL,3.12,408
3450,-7.62,all,2.34,516
3450,-7.38,OL,-3.5,334
3450,-7.38,CL,3.91,208
3450,-7.38,all,-1.03,542
3450,-7.12,OL,-2.57,281
3450,-7.12,CL,4.69,230
3450,-7.12,all,0.78,511
3450,-6.88,OL,1.48,100
3450,-6.88,CL,4.69,198
3450,-6.88,all,3.12,298
3450,-6.62,OL,0.04,202
3450,-6.62,CL,5.47,356
3450,-6.62,all,2.35,558
3450,-6.38,OL,-0.97,268
3450,-6.38,CL,8.59,298
3450,-6.38,all,3.91,566
3450,-6.12,OL,-1.01,168
3450,-6.12,CL,7.81,254
3450,-6.12,all,4.69,422
3450,-5.88,OL,-0.99,462
3450,-5.88,CL,5.47,544
3450,-5.88,all,3.12,1006
3450,-5.62,OL,-1.32,626
3450,-5.62,CL,3.13,429
3450,-5.62,all,0.45,1055
3450,-5.38,OL,-0.34,585
3450,-5.38,CL,2.34,263
3450,-5.38,all,0.49,848
3450,-5.12,OL,1.17,286
3450,-5.12,CL,0.0,114
3450,-5.12,all,1.04,400
3450,-4.88,OL,2.69,1069
3450,-4.88,CL,0.0,137
3450,-4.88,all,2.38,1206
3450,-4.62,OL,3.73,1218
3450,-4.62,CL,-1.17,4
3450,-4.62,all,3.72,1222
3450,-4.38,OL,3.3,1391
3450,-4.38,all,3.3,1391
3450,-4.12,OL,3.7,922
3450,-4.12,all,3.7,922
3450,-3.88,OL,3.59,1689
3450,-3.88,all,3.59,1689
3450,-3.62,OL,3.12,1847
3450,-3.62,all,3.12,1847
3450,-3.38,OL,3.29,776
3450,-3.38,all,3.29,776
3450,-3.12,OL,3.67,2152
3450,-3.12,all,3.67,2152
3450,-2.88,OL,4.14,2178
3450,-2.88,all,4.14,2178
3450,-2.62,OL,4.45,1778
3450,-2.62,all,4.45,1778
3450,-2.38,OL,4.39,824
3450,-2.38,all,4.39,824
3450,-2.12,OL,4.71,1636
3450,-2.12,all,4.71,1636
3450,-1.88,OL,4.11,1439
3450,-1.88,all,4.11,1439
3450,-1.62,OL,3.11,1027
3450,-1.62,all,3.11,1027
3450,-1.38,OL,0.66,604
3450,-1.38,all,0.66,604
3450,-1.12,OL,-1.45,1014
3450,-1.12,all,-1.45,1014
3450,-0.88,OL,-4.51,752
3450,-0.88,all,-4.51,752
3450,-0.62,OL,-5.74,358
3450,-0.62,all,-5.74,358
3450,-0.38,OL,-7.86,549
3450,-0.38,all,-7.86,549
3450,-0.12,OL,-8.21,681
3450,-0.12,all,-8.21,681
3450,0.12,OL,-7.67,631
3450,0.12,all,-7.67,631
3450,0.38,OL,-7.47,311
3450,0.38,all,-7.47,311
3450,0.62,OL,-7.53,524
3450,0.62,all,-7.53,524
3450,0.88,OL,-7.56,423
3450,0.88,all,-7.56,423
3450,1.12,OL,-7.7,161
3450,1.12,all,-7.7,161
3450,1.38,OL,-7.61,256
3450,1.38,all,-7.61,256
3450,1.62,OL,-5.03,222
3450,1.62,all,-5.03,222
3450,1.88,OL,-3.26,157
3450,1.88,all,-3.26,157
3450,2.12,OL,-2.87,60
3450,2.12,all,-2.87,60
3450,2.38,OL,-2.64,153
3450,2.38,all,-2.64,153
3450,2.62,OL,-1.33,96
3450,2.62,all,-1.33,96
3450,2.88,OL,-2.95,59
3450,2.88,all,-2.95,59
3450,3.12,OL,-0.56,26
3450,3.12,all,-0.56,26
3450,3.38,OL,-2.36,52
3450,3.38,all,-2.36,52
3450,3.62,OL,-2.89,22
3450,3.62,all,-2.89,22
3450,3.88,OL,-2.72,21
3450,3.88,all,-2.72,21
3450,4.12,OL,-3.27,17
3450,4.12,all,-3.27,17
3450,4.38,OL,-2.84,41
3450,4.38,all,-2.84,41
3450,4.62,OL,-2.32,19
3450,4.62,all,-2.32,19
3450,4.88,OL,-8.61,19
3450,4.88,all,-8.61,19
3450,5.62,OL,-9.84,1
3450,5.62,all,-9.84,1
3450,5.88,OL,-10.96,9
3450,5.88,all,-10.96,9
3550,-10.88,OL,-7.91,2
3550,-10.88,CL,0.0,19
3550,-10.88,all,-3.12,21
3550,-10.62,OL,-1.13,4
3550,-10.62,CL,-1.56,4
3550,-10.62,all,-1.13,8
3550,-10.38,OL,2.31,10
3550,-10.38,CL,0.0,31
3550,-10.38,all,0.0,41
3550,-10.12,OL,5.62,2
3550,-10.12,CL,5.86,38
3550,-10.12,all,5.62,40
3550,-9.88,OL,0.76,5
3550,-9.88,CL,7.03,105
3550,-9.88,all,7.03,110
3550,-9.62,OL,-4.55,4
3550,-9.62,CL,7.03,129
3550,-9.62,all,7.03,133
3550,-9.38,OL,-3.35,28
3550,-9.38,CL,4.69,228
3550,-9.38,all,3.42,256
3550,-9.12,OL,0.03,31
3550,-9.12,CL,2.35,113
3550,-9.12,all,1.57,144
3550,-8.88,OL,-0.2,52
3550,-8.88,CL,3.91,68
3550,-8.88,all,2.35,120
3550,-8.62,OL,-0.13,24
3550,-8.62,CL,3.12,89
3550,-8.62,all,2.34,113
3550,-8.38,OL,-1.63,47
3550,-8.38,CL,1.18,244
3550,-8.38,all,0.78,291
3550,-8.12,OL,-0.88,69
3550,-8.12,CL,-1.56,82
3550,-8.12,all,-1.15,151
3550,-7.88,OL,-2.49,11
3550,-7.88,CL,-1.56,12
3550,-7.88,all,-1.56,23
3550,-7.62,OL,-2.08,49
3550,-7.62,CL,-0.78,157
3550,-7.62,all,-0.9,206
3550,-7.38,OL,-0.69,106
3550,-7.38,CL,1.56,294
3550,-7.38,all,1.56,400
3550,-7.12,OL,-1.67,214
3550,-7.12,CL,1.57,287
3550,-7.12,all,0.78,501
3550,-6.88,OL,-2.01,133
3550,-6.88,CL,3.91,140
3550,-6.88,all,1.56,273
3550,-6.62,OL,-0.98,207
3550,-6.62,CL,4.3,512
3550,-6.62,all,2.35,719
3550,-6.38,OL,-1.1,345
3550,-6.38,CL,3.91,486
3550,-6.38,all,1.57,831
3550,-6.12,OL,-1.45,206
3550,-6.12,CL,0.78,171
3550,-6.12,all,0.0,377
3550,-5.88,OL,-0.45,422
3550,-5.88,CL,0.0,315
3550,-5.88,all,0.0,737
3550,-5.62,OL,-0.05,678
3550,-5.62,CL,0.78,320
3550,-5.62,all,0.0,998
3550,-5.38,OL,1.0,812
3550,-5.38,CL,0.0,171
3550,-5.38,all,0.78,983
3550,-5.12,OL,2.01,421
3550,-5.12,CL,-2.34,25
3550,-5.12,all,1.9,446
3550,-4.88,OL,3.15,869
3550,-4.88,CL,-0.78,5
3550,-4.88,all,3.15,874
3550,-4.62,OL,2.86,913
3550,-4.62,CL,-0.78,1
3550,-4.62,all,2.86,914
3550,-4.38,OL,3.84,1150
3550,-4.38,all,3.84,1150
3550,-4.12,OL,3.84,629
3550,-4.12,all,3.84,629
3550,-3.88,OL,4.03,1541
3550,-3.88,all,4.03,1541
3550,-3.62,OL,3.76,1731
3550,-3.62,all,3.76,1731
3550,-3.38,OL,3.76,955
3550,-3.38,all,3.76,955
3550,-3.12,OL,4.12,2180
3550,-3.12,all,4.12,2180
3550,-2.88,OL,3.82,2364
3550,-2.88,all,3.82,2364
3550,-2.62,OL,3.94,1912
3550,-2.62,all,3.94,1912
3550,-2.38,OL,3.53,919
3550,-2.38,all,3.53,919
3550,-2.12,OL,2.87,1882
3550,-2.12,all,2.87,1882
3550,-1.88,OL,0.92,1592
3550,-1.88,all,0.92,1592
3550,-1.62,OL,-1.9,1087
3550,-1.62,all,-1.9,1087
3550,-1.38,OL,-4.48,756
3550,-1.38,all,-4.48,756
3550,-1.12,OL,-6.37,1000
3550,-1.12,all,-6.37,1000
3550,-0.88,OL,-7.65,1045
3550,-0.88,all,-7.65,1045
3550,-0.62,OL,-8.21,488
3550,-0.62,all,-8.21,488
3550,-0.38,OL,-7.81,1134
3550,-0.38,all,-7.81,1134
3550,-0.12,OL,-8.04,911
3550,-0.12,all,-8.04,911
3550,0.12,OL,-6.49,852
3550,0.12,all,-6.49,852
3550,0.38,OL,-6.6,308
3550,0.38,all,-6.6,308
3550,0.62,OL,-6.33,401
3550,0.62,all,-6.33,401
3550,0.88,OL,-5.24,366
3550,0.88,all,-5.24,366
3550,1.12,OL,-4.17,147
3550,1.12,all,-4.17,147
3550,1.38,OL,-3.09,176
3550,1.38,all,-3.09,176
3550,1.62,OL,-3.58,240
3550,1.62,all,-3.58,240
3550,1.88,OL,-2.41,137
3550,1.88,all,-2.41,137
3550,2.12,OL,-3.09,61
3550,2.12,all,-3.09,61
3550,2.38,OL,-3.2,66
3550,2.38,all,-3.2,66
3550,2.62,OL,-1.93,16
3550,2.62,all,-1.93,16
3550,2.88,OL,-0.57,15
3550,2.88,all,-0.57,15
3550,3.12,OL,-0.73,24
3550,3.12,all,-0.73,24
3550,3.38,OL,-2.35,27
3550,3.38,all,-2.35,27
3550,3.62,OL,-2.5,44
3550,3.62,all,-2.5,44
3550,3.88,OL,-1.71,27
3550,3.88,all,-1.71,27
3550,4.12,OL,-6.44,47
3550,4.12,all,-6.44,47
3550,4.38,OL,-6.93,25
3550,4.38,all,-6.93,25
3550,4.62,OL,-6.46,25
3550,4.62,all,-6.46,25
3550,4.88,OL,-7.96,10
3550,4.88,all,-7.96,10
3550,5.12,OL,-7.54,15
3550,5.12,all,-7.54,15
3550,5.38,OL,-6.93,3
3550,5.38,all,-6.93,3
3550,5.62,OL,-2.21,8
3550,5.62,all,-2.21,8
3650,-10.88,OL,-6.35,21
3650,-10.88,all,-6.35,21
3650,-10.62,OL,-0.42,11
3650,-10.62,CL,7.03,1
3650,-10.62,all,0.17,12
3650,-10.38,OL,12.36,1
3650,-10.38,CL,2.34,7
3650,-10.38,all,2.73,8
3650,-10.12,CL,4.69,13
3650,-10.12,all,4.69,13
3650,-9.88,OL,-2.44,4
3650,-9.88,CL,7.03,27
3650,-9.88,all,7.03,31
3650,-9.62,OL,-5.82,4
3650,-9.62,CL,3.91,25
3650,-9.62,all,3.12,29
3650,-9.38,OL,-1.2,9
3650,-9.38,CL,2.34,82
3650,-9.38,all,2.34,91
3650,-9.12,OL,-2.14,24
3650,-9.12,CL,5.47,26
3650,-9.12,all,1.37,50
3650,-8.88,OL,-2.26,31
3650,-8.88,CL,0.0,7
3650,-8.88,all,-2.05,38
3650,-8.62,OL,-1.56,49
3650,-8.62,CL,2.34,6
3650,-8.62,all,-1.29,55
3650,-8.38,OL,-4.94,52
3650,-8.38,CL,-0.78,53
3650,-8.38,all,-1.56,105
3650,-8.12,OL,-0.14,16
3650,-8.12,CL,-4.68,21
3650,-8.12,all,-4.56,37
3650,-7.88,OL,0.48,15
3650,-7.88,CL,-6.25,47
3650,-7.88,all,-5.47,62
3650,-7.62,OL,-1.32,70
3650,-7.62,CL,-5.47,61
3650,-7.62,all,-3.91,131
3650,-7.38,OL,-2.56,99
3650,-7.38,CL,-3.9,91
3650,-7.38,all,-3.12,190
3650,-7.12,OL,-2.19,113
3650,-7.12,CL,-1.56,65
3650,-7.12,all,-1.56,178
3650,-6.88,OL,-1.85,48
3650,-6.88,CL,4.69,31
3650,-6.88,all,-0.78,79
3650,-6.62,OL,-0.42,161
3650,-6.62,CL,-0.78,336
3650,-6.62,all,-0.78,497
3650,-6.38,OL,-0.94,121
3650,-6.38,CL,-2.34,219
3650,-6.38,all,-2.34,340
3650,-6.12,OL,-1.24,69
3650,-6.12,CL,-2.34,133
3650,-6.12,all,-1.56,202
3650,-5.88,OL,-0.73,188
3650,-5.88,CL,-1.56,218
3650,-5.88,all,-1.56,406
3650,-5.62,OL,-0.11,396
3650,-5.62,CL,-2.34,197
3650,-5.62,all,-0.78,593
3650,-5.38,OL,0.5,890
3650,-5.38,CL,0.0,6
3650,-5.38,all,0.49,896
3650,-5.12,OL,0.26,487
3650,-5.12,all,0.26,487
3650,-4.88,OL,1.19,880
3650,-4.88,all,1.19,880
3650,-4.62,OL,1.24,935
3650,-4.62,all,1.24,935
3650,-4.38,OL,2.34,1089
3650,-4.38,all,2.34,1089
3650,-4.12,OL,3.1,622
3650,-4.12,all,3.1,622
3650,-3.88,OL,2.76,1242
3650,-3.88,all,2.76,1242
3650,-3.62,OL,2.7,1253
3650,-3.62,all,2.7,1253
3650,-3.38,OL,2.57,663
3650,-3.38,all,2.57,663
3650,-3.12,OL,3.36,1284
3650,-3.12,all,3.36,1284
3650,-2.88,OL,2.84,1517
3650,-2.88,all,2.84,1517
3650,-2.62,OL,2.34,1296
3650,-2.62,all,2.34,1296
3650,-2.38,OL,1.76,542
3650,-2.38,all,1.76,542
3650,-2.12,OL,-0.4,1058
3650,-2.12,all,-0.4,1058
3650,-1.88,OL,-3.99,942
3650,-1.88,all,-3.99,942
3650,-1.62,OL,-6.65,750
3650,-1.62,all,-6.65,750
3650,-1.38,OL,-7.91,557
3650,-1.38,all,-7.91,557
3650,-1.12,OL,-9.1,832
3650,-1.12,all,-9.1,832
3650,-0.88,OL,-8.89,695
3650,-0.88,all,-8.89,695
3650,-0.62,OL,-8.13,387
3650,-0.62,all,-8.13,387
3650,-0.38,OL,-7.67,631
3650,-0.38,all,-7.67,631
3650,-0.12,OL,-6.46,489
3650,-0.12,all,-6.46,489
3650,0.12,OL,-5.0,505
3650,0.12,all,-5.0,505
3650,0.38,OL,-4.74,202
3650,0.38,all,-4.74,202
3650,0.62,OL,-3.41,406
3650,0.62,all,-3.41,406
3650,0.88,OL,-2.43,371
3650,0.88,all,-2.43,371
3650,1.12,OL,-2.22,154
3650,1.12,all,-2.22,154
3650,1.38,OL,-1.45,302
3650,1.38,all,-1.45,302
3650,1.62,OL,-1.65,165
3650,1.62,all,-1.65,165
3650,1.88,OL,-0.44,38
3650,1.88,all,-0.44,38
3650,2.12,OL,-2.97,18
3650,2.12,all,-2.97,18
3650,2.38,OL,-1.15,37
3650,2.38,all,-1.15,37
3650,2.62,OL,-1.96,26
3650,2.62,all,-1.96,26
3650,2.88,OL,-2.57,26
3650,2.88,all,-2.57,26
3650,3.12,OL,-2.84,8
3650,3.12,all,-2.84,8
3650,3.38,OL,-5.4,30
3650,3.38,all,-5.4,30
3650,3.62,OL,-0.96,32
3650,3.62,all,-0.96,32
3650,3.88,OL,-6.41,20
3650,3.88,all,-6.41,20
3650,4.12,OL,-8.17,18
3650,4.12,all,-8.17,18
3650,4.38,OL,-1.14,9
3650,4.38,all,-1.14,9
3650,5.12,OL,-5.64,2
3650,5.12,all,-5.64,2
3650,5.38,OL,-7.83,3
3650,5.38,all,-7.83,3
3650,5.62,OL,-9.09,5
3650,5.62,all,-9.09,5
3750,-10.88,OL,3.49,15
3750,-10.88,all,3.49,15
3750,-10.62,CL,8.59,16
3750,-10.62,all,8.59,16
3750,-10.38,CL,2.34,29
3750,-10.38,all,2.34,29
3750,-10.12,OL,-1.93,5
3750,-10.12,CL,-0.79,6
3750,-10.12,all,-1.28,11
3750,-9.88,OL,-7.37,1
3750,-9.88,CL,5.47,9
3750,-9.88,all,5.47,10
3750,-9.62,OL,-4.93,10
3750,-9.62,CL,7.03,22
3750,-9.62,all,5.47,32
3750,-9.38,OL,-1.76,8
3750,-9.38,CL,2.34,21
3750,-9.38,all,0.78,29
3750,-9.12,OL,-2.18,2
3750,-9.12,CL,-3.12,8
3750,-9.12,all,-2.82,10
3750,-8.88,OL,-3.18,29
3750,-8.88,CL,-5.47,15
3750,-8.88,all,-3.35,44
3750,-8.62,OL,-1.03,7
