AE5L600L Calibration Cross-Reference: RomRaider Definitions <-> Disassembly Descriptors
========================================================================================================================
RomRaider definitions: 622 | Descriptors: 760 | In cal area: 759
Named (matched): 129 | Unnamed: 630
========================================================================================================================

  DATA_ADDR   DESC_ADDR   DIM   SIZE      TYPE      MATCH   NAME
  0xD48D4     0xAE338     2D      17x18     int16   EXACT  Base Timing Primary Non-Cruise
  0xD4A94     0xAE354     2D      17x18     int16   EXACT  Base Timing Reference Cruise (AVCS related)
  0xD4C54     0xAE370     2D      17x18     int16   EXACT  Base Timing Reference Non-Cruise (AVCS related)
  0xD4DC8     0xAE38C     2D        8x8     int16   EXACT  Timing Compensation A (IAT) Activation
  0xD4EE8     0xAE3E0     2D        9x9     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD4F84     0xAE3FC     2D        9x9     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD5098     0xAE46C     2D       16x6     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD528C     0xAE514     2D        7x4     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD5304     0xAE530     2D       16x7     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD54B0     0xAE5D8     2D       14x5     int16   EXACT  Timing Compensation Per Cylinder A
  0xD5544     0xAE5F4     2D       14x5     int16   EXACT  Timing Compensation Per Cylinder B
  0xD55D8     0xAE610     2D       14x5     int16   EXACT  Timing Compensation Per Cylinder C
  0xD5670     0xAE62C     2D       14x6     int16   EXACT  Timing Compensation Per Cylinder D
  0xD5768     0xAE664     2D      15x18     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD5904     0xAE680     2D      17x18     int16   EXACT  Knock Correction Advance Max Cruise
  0xD5AC4     0xAE69C     2D      17x18     int16   EXACT  Knock Correction Advance Max Non-Cruise
  0xD6870     0xAE79C     1D         10     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD68A4     0xAE7B0     1D         10     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD68DC     0xAE7C4     1D         11     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6938     0xAE7D8     1D         20     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD699C     0xAE7EC     1D         20     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD69D8     0xAE800     1D         10     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6A0C     0xAE814     1D         10     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6A60     0xAE83C     1D         15     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6A90     0xAE850     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6AC0     0xAE868     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6AF8     0xAE88C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6B18     0xAE8A0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6B64     0xAE8B4     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6B7A     0xAE8C8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6B9A     0xAE8DC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6BBA     0xAE8F0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6BDA     0xAE904     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6BFA     0xAE918     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6C1A     0xAE92C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6C3A     0xAE940     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6C5A     0xAE954     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6C7A     0xAE968     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6C9A     0xAE97C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6CBA     0xAE990     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6CDA     0xAE9A4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6CFA     0xAE9B8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6D1A     0xAE9CC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6D3A     0xAE9E0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6D5A     0xAE9F4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6D7A     0xAEA08     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6D9A     0xAEA1C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6DBA     0xAEA30     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6DDA     0xAEA44     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6DFA     0xAEA58     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6E1A     0xAEA6C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6E3A     0xAEA80     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6E5A     0xAEA94     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6E7A     0xAEAA8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6E9A     0xAEABC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6ECC     0xAEAD0     1D          4     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6ED4     0xAEAE4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6EF4     0xAEAF8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6F14     0xAEB0C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6F34     0xAEB20     1D         16     uint8   EXACT  Idle Speed Target A
  0xD6F54     0xAEB34     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6F74     0xAEB48     1D         16     uint8   EXACT  Idle Speed Target B
  0xD6F94     0xAEB5C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6FB4     0xAEB70     1D         16     uint8   EXACT  Idle Speed Target C
  0xD6FD4     0xAEB84     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD6FF4     0xAEB98     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7014     0xAEBAC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7034     0xAEBC0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7054     0xAEBD4     1D         16     uint8   EXACT  Idle Speed Target D
  0xD7074     0xAEBE8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD70B0     0xAEBFC     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD70BE     0xAEC10     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD70DE     0xAEC24     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD70FE     0xAEC38     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7138     0xAEC4C     1D          6     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7194     0xAEC60     1D         20     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD71E0     0xAEC74     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD71F2     0xAEC88     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7212     0xAEC9C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7232     0xAECB0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7252     0xAECC4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7272     0xAECD8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7292     0xAECEC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD72D2     0xAED0C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD72F2     0xAED20     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7312     0xAED34     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7332     0xAED48     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7352     0xAED5C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7372     0xAED70     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7392     0xAED84     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD73B2     0xAED98     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD73D2     0xAEDAC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD73F2     0xAEDC0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7432     0xAEDE0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7452     0xAEDF4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7472     0xAEE08     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD74B8     0xAEE1C     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD74F0     0xAEE30     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD752C     0xAEE44     1D         10     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7568     0xAEE58     1D         10     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD75A4     0xAEE6C     1D         10     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD75E8     0xAEE80     1D         12     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7630     0xAEE94     1D         12     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7648     0xAEEA8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7668     0xAEEBC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7688     0xAEED0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD76C4     0xAEEE4     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD76D2     0xAEEF8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7718     0xAEF18     1D          6   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7778     0xAEF30     1D          6   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD77E8     0xAEF48     1D          6   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7860     0xAEF60     1D          8   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD78C8     0xAEF78     1D          8   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD793C     0xAEF90     1D          5   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD79C0     0xAEFA8     1D         10   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7A38     0xAEFC0     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7AB8     0xAEFD8     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7B40     0xAEFF0     1D          6   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7BD4     0xAF008     1D         11   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7C90     0xAF020     2D        8x6     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7CF8     0xAF03C     2D        8x6     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7D60     0xAF058     2D        8x6     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7DC8     0xAF074     2D        8x6     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD7EE8     0xAF0AC     2D       17x9     uint8   EXACT  Idle Speed Stability A
  0xD8084     0xAF0C8     2D       17x9     uint8   EXACT  Idle Speed Stability B
  0xD8210     0xAF0E4     2D       16x6     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD8350     0xAF100     2D      16x16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD859C     0xAF11C     2D       11x8   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD8794     0xAF3C0     1D          5     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD879E     0xAF3D4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD87DE     0xAF3F4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD87FE     0xAF408     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD8850     0xAF41C     2D        6x6     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD895C     0xAF438     1D         17   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD8B84     0xAF450     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD8DA8     0xAF468     1D         13   float32   EXACT  Front Oxygen Sensor Scaling
  0xD8F34     0xAF480     1D         30   float32   EXACT  Intake Temp Sensor Scaling
  0xD90D8     0xAF498     1D         15   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD91E0     0xAF4B0     2D       16x5   float32   EXACT  Ignition Dwell
  0xD9440     0xAF4F0     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9490     0xAF504     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9538     0xAF51C     1D         10     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9574     0xAF530     1D         10   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD971C     0xAF550     2D       9x11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD98AC     0xAF56C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD990C     0xAF580     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD99CC     0xAF5A0     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9A24     0xAF5B8     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9AA4     0xAF5CC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9B68     0xAF5E0     1D          5     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9B84     0xAF5F4     1D          5     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9BE4     0xAF630     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9C44     0xAF644     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9CA4     0xAF658     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9D04     0xAF66C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9D64     0xAF680     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9DC4     0xAF694     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD9E10     0xAF6A8     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA0D8     0xAF6D8     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA128     0xAF6EC     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA178     0xAF700     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA1C8     0xAF714     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA1EE     0xAF750     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA240     0xAF764     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA290     0xAF778     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA2A0     0xAF78C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA2C0     0xAF7A0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA2E0     0xAF7B4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA3A0     0xAF7CC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA3FC     0xAF7E0     1D         15     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA450     0xAF7F4     1D         13     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA4A0     0xAF808     1D         13     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA4EC     0xAF81C     1D         12     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA54C     0xAF830     2D        9x9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA638     0xAF84C     2D        9x9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA724     0xAF868     2D        9x9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA810     0xAF884     2D        9x9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xDA96C     0xAF8D8     2D      18x16     uint8   EXACT  Intake Cam Advance Angle Cruise (AVCS)
  0xDAC34     0xAF8F4     2D      18x16     uint8   EXACT  Intake Cam Advance Angle Non-Cruise (AVCS)
  0xF89A0     0xAB11C     1D         10   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8A00     0xAB134     1D         10   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8A44     0xAC26C     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8A78     0xAC284     1D          5     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8B54     0xAF144     1D         16     uint8   EXACT  Requested Torque Base (RPM)
  0xF8BB4     0xAF158     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8C14     0xAF16C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8C74     0xAF180     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8CA8     0xAF194     1D          5     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8CD4     0xAF1A8     1D          8   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8DA4     0xAF1CC     1D         24   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8EC4     0xAF1F4     2D        8x8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xF8F44     0xAF210     2D        8x8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xF9004     0xAF22C     2D      16x16     uint8   EXACT  Target Throttle Plate Position Cruise (Requested Torque Ratio)
  0xF9284     0xAF248     2D      16x16     uint8   EXACT  Target Throttle Plate Position Non-Cruise (Requested Torque Ratio)
  0xF9504     0xAF264     2D      16x16     uint8   EXACT  Target Throttle Plate Position Maximum (Requested Torque Ratio)
  0xF9788     0xAF29C     2D       16x6     uint8   EXACT  Requested Torque Limit A (Per Gear/Engine Speed)
  0xF98A0     0xAF2B8     2D       16x6     uint8   EXACT  Requested Torque Limit B (Per Gear/Engine Speed)
  0xF99E0     0xAF2D4     2D      15x17     uint8   EXACT  Requested Torque (Accelerator Pedal) SI-DRIVE Sport
  0xF9C60     0xAF2F0     2D      15x17     uint8   EXACT  Requested Torque (Accelerator Pedal) SI-DRIVE Sport Sharp
  0xF9EE0     0xAF30C     2D      15x17     uint8   EXACT  Requested Torque (Accelerator Pedal) SI-DRIVE Intelligent
  0xFA158     0xAF37C     2D        8x4     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xFA20C     0xAF398     2D      16x13   float32    NONE  (UNKNOWN - needs RomRaider definition)


========================================================================================================================
COVERAGE BY CATEGORY
========================================================================================================================

  Fueling - CL/OL Transition (2 matched):
    - CL to OL Enrichment Threshold (MAF)
    - AFL Decay Rate (CL to OL Transition Speed)


========================================================================================================================
RomRaider ENTRIES WITH NO DESCRIPTOR (scalar calibrations / direct ROM reads)
========================================================================================================================
  0xC009E  Wastegate Duty Cycle Frequency                                [Boost Control - Wastegate]
  0xC0BAD  Boost Control Disable Delay (Fine Correction)                 []
  0xC0BC8  Boost disable during fuel cut-Boost(psi) threshold            [tinywrex patches]
  0xC0BCC  Boost disable during fuel cut-Load threshold                  [tinywrex patches]
  0xC0BD0  Boost disable during fuel cut-RPM threshold                   [tinywrex patches]
  0xC0BD4  TD Activation Thresholds (Target Boost)_                      []
  0xC0BDC  TD Integral Negative Activation (Boost Error)                 []
  0xC0BE0  TD Integral Positive Activation (Boost Error)                 []
  0xC0BE4  TD Integral Negative Activation (Wastegate Duty)              []
  0xC0BE8  TD Activation Thresholds (RPM)                                []
  0xC0BF0  TD Integral Cumulative Range (WGDC Correction)                []
  0xC0BF8  Boost Control Disable (Fine Correction)                       []
  0xC0BFC  Boost Control Disable (IAM)                                   []
  0xC0C08  Target Boost Compensation (1st Gear) Speed Disable            []
  0xC0C0C  Target Boost Compensation (1st Gear)                          []
  0xC0C14  Coolant Temperature                                           []
  0xC0C54  Intake Temperature                                            []
  0xC0D04  Boost Error                                                   []
  0xC0D3C  Boost Error                                                   []
  0xC0D74  Boost Error                                                   []
  0xC0E24  Intake Temperature                                            []
  0xC0E3C  Target Boost Compensation (IAT)_                              []
  0xC0E54  Atmospheric Pressure                                          []
  0xC0E6C  Engine Speed                                                  []
  0xC0E94  Atmospheric Pressure                                          []
  0xC0EAC  Engine Speed                                                  []
  0xC0EE8  Requested Torque                                              []
  0xC0F24  Engine Speed                                                  []
  0xC10E0  Requested Torque                                              []
  0xC111C  Engine Speed                                                  []
  0xC12D8  Requested Torque                                              []
  0xC1304  Engine Speed                                                  []
  0xC1598  Cluster Display Fuel Consumption Correction                   []
  0xC1780  Engine Load                                                   []
  0xC17C0  Engine Speed                                                  []
  0xC1A00  Engine Load                                                   []
  0xC1A40  Engine Speed                                                  []
  0xC1C80  Engine Load                                                   []
  0xC1CC0  Engine Speed                                                  []
  0xC1F00  Engine Load                                                   []
  0xC1F40  Engine Speed                                                  []
  0xC3100  MAF Limit (Maximum)                                           []
  0xC3474  Gear Determination Thresholds A                               []
  0xC3488  Gear Determination Thresholds B                               []
  0xC349C  Gear Determination Thresholds C                               []
  0xC3600  Engine Speed                                                  []
  0xC3608  Engine Load Limit B Maximum (RPM)                             []
  0xC36F8  Atmospheric Pressure                                          []
  0xC3B7C  Intake Temperature                                            []
  0xC3B90  Mass Airflow                                                  []
  0xC3BB0  MAF Compensation (IAT)                                        []
  0xC3BD8  Manifold Pressure                                             []
  0xC3C04  Engine Speed                                                  []
  0xC3CD8  Manifold Pressure                                             []
  0xC3D04  Engine Speed                                                  []
  0xCBC08  Tip-in Enrichment Applied Counter Reset                       []
  0xCBC09  Tip-in Throttle Cumulative Reset                              []
  0xCBC5A  CL Delay Engine Load Counter Threshold                        []
  0xCBC5C  CL to OL Delay/Switch SI-DRIVE Intelligent                    []
  0xCBC62  CL to OL Delay_                                               []
  0xCBE0C  Injector Flow Scaling                                         []
  0xCBF9C  CL Fueling Target Compensation (ECT) Disable                  []
  0xCC064  A/F Learning #1 Limits                                        []
  0xCC074  A/F Learning #1 Airflow Ranges                                []
  0xCC16C  Primary Open Loop Fuel Map Switch (IAM)                       []
  0xCC170  Minimum Active Primary Open Loop Enrichment                   []
  0xCC174  CL to OL Transition with Delay BPW Hysteresis                 []
  0xCC178  CL to OL Transition with Delay Throttle Hysteresis            []
  0xCC17C  CL Delay Minimum (ECT)                                        []
  0xCC180  CL Delay Maximum Engine Speed (Per Gear)                      []
  0xCC1A8  CL Delay Maximum Engine Speed (Neutral)                       []
  0xCC1D8  CL Delay Maximum (Throttle)                                   []
  0xCC1F4  CL Delay Maximum (Vehicle Speed)                              []
  0xCC204  CL Delay Maximum (Engine Load)                                []
  0xCC498  Overrun Enrich RPM Delta Activation                           []
  0xCC49C  Overrun initial injector enrichment (pulsewidth)              []
  0xCC4A0  Minimum Tip-in Enrichment Activation (Throttle)               []
  0xCC4A4  Minimum Tip-in Enrichment Activation                          []
  0xCC4A8  Tip-in Enrichment Compensation D (ECT) Activation             []
  0xCC4EC  Overrun Fueling Cut Counter RPM Threshold                     []
  0xCC500  Rev Limit (Fuel Cut)                                          []
  0xCC504  Rev Limit Off                                                 [tinywrex patches]
  0xCC508  Rev Limit On (2)                                              [tinywrex patches]
  0xCC50C  Rev Limit Off (2)                                             [tinywrex patches]
  0xCC510  Rev Limit On (3)                                              [tinywrex patches]
  0xCC514  Rev Limit Off (3)                                             [tinywrex patches]
  0xCC518  Rev Limit Fuel Resume (Boost)                                 []
  0xCC520  Speed Limiting Enable (Fuel Cut)                              []
  0xCC528  Speed Limiting Disable (Fuel Cut)                             []
  0xCC624  Coolant Temperature                                           []
  0xCC664  Coolant Temperature                                           []
  0xCC840  Manifold Pressure                                             []
  0xCC874  Accelerator Pedal Angle                                       []
  0xCC8A8  Intake Temperature                                            []
  0xCCD18  'Timing Compensation (MRP)' + 'Timing Compensation (IAT)'     []
  0xCCD88  Mass Airflow                                                  []
  0xCCDCC  Engine Load                                                   []
  0xCD128  Boost Error                                                   []
  0xCD175  Tip-in Enrichment Disable Applied Counter Threshold B (ECT)   []
  0xCD446  Table_Post_Start_Enrich_High_Speed_Decay_Initial_Start_1A     []
  0xCD5A6  Table_Post_Start_Enrich_High_Speed_Decay_Step_Value_1         []
  0xCE580  Engine Speed                                                  []
  0xCE5B8  Engine Speed                                                  []
  0xCE618  Mass Airflow                                                  []
  0xCE6CC  Primary Open Loop Fueling Compensation (ECT)                  []
  0xCED08  Throttle Angle Change                                         []
  0xCED50  Throttle Tip-in Enrichment A                                  []
  0xCED74  Throttle Angle Change                                         []
  0xCEE40  Tip-in Enrichment Compensation D (ECT)                        []
  0xCEED0  Overrun Fueling RPM Resume Threshold                          []
  0xCF680  Engine Speed                                                  []
  0xCF694  Coolant Temperature                                           []
  0xCF6D4  Engine Speed                                                  []
  0xCF6E8  Coolant Temperature                                           []
  0xCF898  Engine Load                                                   []
  0xCF938  Engine Load                                                   []
  0xCF9EC  Intake VVT Error                                              []
  0xCFA14  Engine Speed                                                  []
  0xCFCA4  Engine Load                                                   []
  0xCFCE8  Engine Speed                                                  []
  0xCFE64  Engine Load                                                   []
  0xCFEA8  Engine Speed                                                  []
  0xD01B8  Engine Load                                                   []
  0xD01FC  Engine Speed                                                  []
  0xD0378  Engine Load                                                   []
  0xD03BC  Engine Speed                                                  []
  0xD0538  Engine Load                                                   []
  0xD057C  Engine Speed                                                  []
  0xD0760  Last Calculated Base Pulse Width                              []
  0xD07A4  Engine Speed                                                  []
  0xD090C  Last Calculated Base Pulse Width                              []
  0xD0950  Engine Speed                                                  []
  0xD0AB8  Last Calculated Base Pulse Width                              []
  0xD0AFC  Engine Speed                                                  []
  0xD0C64  Last Calculated Base Pulse Width                              []
  0xD0CA8  Engine Speed                                                  []
  0xD104C  Battery Output                                                []
  0xD1060  Manifold Pressure                                             []
  0xD106C  Injector Latency_                                             []
  0xD11D0  Exhaust VVT Error                                             []
  0xD11F8  Engine Speed                                                  []
  0xD13A4  Engine Load                                                   []
  0xD13B0  CL Fueling Target Compensation Imm. Cruise (ECT)              []
  0xD1410  Engine Load                                                   []
  0xD141C  CL Fueling Target Compensation Imm. Non-Cruise (ECT)          []
  0xD147C  Engine Load                                                   []
  0xD14A8  Engine Speed                                                  []
  0xD16DC  Engine Load                                                   []
  0xD1710  Engine Speed                                                  []
  0xD2530  Atmospheric Pressure                                          []
  0xD2548  Engine Speed                                                  []
  0xD29AC  Map Switching Cruise Switch Counter A                         [Map Switching - Cruise/Non-Cruise]
  0xD29AE  Map Switching Cruise Switch Min Delay A                       [Map Switching - Cruise/Non-Cruise]
  0xD29B0  Map Switching Cruise Switch Counter B                         [Map Switching - Cruise/Non-Cruise]
