sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG,ECT,src,seam
31,11.48,21.2073,14.7,8.20763,255,0.0,-3.125,,1807.5,0.37377593360995853,0.0,11.0,68.0,11.26,1.68,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.12616,1,7,0,0.0,0,0.0,0,0.0,3.84,5.784,0,71.6,log0001.csv,0
32,11.52,21.1242,14.7,8.41174,255,0.0,-3.125,,1773.5,0.37992669861855094,0.0,11.0,68.0,11.23,1.7,0.0,10.1961,0.0,14.2196,4.93,-9.2896,-8.9743,1,7,0,0.0,0,0.0,0,0.0,3.84,5.6752,0,71.6,log0001.csv,0
33,11.56,21.2499,14.7,8.41174,255,0.0,-3.125,,1745.75,0.38802806816554486,0.0,11.0,68.0,11.29,1.68,0.0,10.1961,0.0,14.2196,4.93,-9.2896,-8.9743,1,7,0,0.0,0,0.0,0,0.0,3.84,5.586399999999999,0,71.6,log0001.csv,0
34,11.6,21.2499,14.7,8.41644,255,0.0,-3.125,,1719.75,0.3872655909289141,0.0,10.5,68.0,11.1,1.68,0.0,10.1961,0.0,14.2196,4.93,-9.2896,-8.8882,1,7,0,0.0,0,0.0,0,0.0,3.84,5.5032000000000005,0,71.6,log0001.csv,0
35,11.64,23.7351,14.7,8.4235,255,0.0,-3.125,,1681.75,0.39351865616173626,0.0,11.0,68.0,11.03,1.68,0.0,10.1961,0.0,14.2196,4.93,-9.2896,-8.77301,1,7,0,0.0,0,0.0,0,0.0,3.84,5.3816,0,71.6,log0001.csv,0
36,11.68,23.5668,14.7,8.4235,255,0.0,-3.125,,1581.5,0.42111919064179576,0.0,12.5,68.0,11.1,1.68,0.0,10.1961,0.0,14.2196,5.075,-9.1446,-8.77301,1,7,0,0.0,0,0.0,0,0.0,4.096,5.398186666666667,0,71.6,log0001.csv,0
37,11.72,23.6519,14.7,8.43058,255,0.0,-2.34375,,1553.25,0.4260743602124577,0.0,13.0,68.0,11.03,1.68,0.0,10.1961,0.0,14.2196,5.075,-9.1446,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.30176,0,71.6,log0001.csv,0
38,11.76,23.6945,14.7,8.51644,255,0.0,-2.34375,,1535.0,0.4323127035830619,0.0,13.5,68.0,11.06,1.66,0.0,10.1961,0.0,14.2196,5.075,-9.1446,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.239466666666667,0,71.6,log0001.csv,0
39,11.8,23.6094,14.7,8.51644,255,0.0,-2.34375,,1530.75,0.4170504654581088,0.0,13.5,68.0,10.64,1.66,0.0,10.1961,0.0,14.2196,5.22,-8.999600000000001,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.22496,0,71.6,log0001.csv,0
40,11.84,23.4837,14.7,8.41879,255,0.0,-2.34375,,1524.75,0.4242006886374815,0.0,14.0,68.0,10.78,1.66,0.0,10.1961,0.0,14.2196,5.365,-8.8546,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.5297600000000005,0,71.6,log0001.csv,0
41,11.88,23.5668,14.7,8.41879,255,0.0,-2.34375,,1523.0,0.4219304005252791,0.0,13.5,68.0,10.71,1.68,0.0,10.1961,0.0,14.2196,5.365,-8.8546,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.523413333333334,0,71.6,log0001.csv,0
42,11.92,23.4837,14.7,8.36035,255,0.0,-0.78125,,1527.5,0.42932896890343697,0.0,13.5,68.0,10.93,1.68,0.0,10.1961,0.0,14.2196,5.51,-8.7096,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.539733333333333,0,71.6,log0001.csv,0
43,11.96,23.6519,14.7,8.34644,255,0.0,-0.78125,,1524.0,0.42755905511811015,0.0,13.5,68.0,10.86,1.68,0.0,10.1961,0.0,14.2196,5.51,-8.7096,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.52704,0,71.6,log0001.csv,0
44,12.0,23.6945,14.7,8.34644,255,0.0,-0.78125,,1522.0,0.4281208935611038,0.0,13.5,68.0,10.86,1.66,0.0,10.1961,0.0,14.2196,5.51,-8.7096,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.608,5.844479999999999,0,71.6,log0001.csv,0
45,12.04,23.6945,14.7,8.33488,255,0.0,-0.78125,,1517.0,0.412524719841793,0.0,13.5,68.0,10.43,1.66,0.0,10.1961,0.0,14.2196,5.51,-8.7096,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.608,5.825279999999999,0,71.6,log0001.csv,0
46,12.08,23.6945,14.7,8.52126,255,0.0,-0.78125,,1518.5,0.4259466578860718,0.0,13.5,68.0,10.78,1.66,0.0,10.1961,0.0,14.2196,5.51,-8.7096,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.507093333333334,0,71.6,log0001.csv,0
47,12.12,23.6945,14.7,8.52126,255,0.0,-0.78125,,1522.0,0.42496714848883044,0.0,13.0,68.0,10.78,1.66,0.0,10.1961,0.0,14.2196,5.51,-8.7096,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.5197866666666675,0,71.6,log0001.csv,0
48,12.16,23.6094,14.7,8.51403,255,0.0,-0.78125,,1524.0,0.43031496062992125,0.0,13.0,68.0,10.93,1.68,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.52704,0,71.6,log0001.csv,0
49,12.2,23.6519,14.7,8.51403,255,0.0,-0.78125,,1532.0,0.42806788511749344,0.0,12.5,68.0,10.93,1.66,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.556053333333334,0,71.6,log0001.csv,0
50,12.24,23.6945,14.7,8.51162,255,0.0,-0.78125,,1537.5,0.415219512195122,0.0,12.0,68.0,10.64,1.66,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.5760000000000005,0,71.6,log0001.csv,0
51,12.28,23.7351,14.7,8.52367,255,0.0,-0.78125,,1546.0,0.4102199223803364,0.0,11.5,68.0,10.57,1.66,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.6068266666666675,0,71.6,log0001.csv,0
52,12.32,23.6519,14.7,8.52367,255,0.0,-0.78125,,1541.75,0.4226366142370682,0.0,12.0,68.0,10.86,1.68,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.5914133333333345,0,71.6,log0001.csv,0
53,12.36,23.6094,14.7,8.5406,255,0.0,-0.78125,,1540.0,0.43246753246753245,0.0,12.0,68.0,11.1,1.68,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.585066666666667,0,71.6,log0001.csv,0
54,12.4,23.6094,14.7,8.72121,255,0.0,-0.78125,,1535.5,0.42123086942364046,0.0,12.0,68.0,10.78,1.66,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.568746666666667,0,71.6,log0001.csv,0
55,12.44,23.5668,14.7,8.72121,255,0.0,-0.78125,,1523.75,0.4303855619360131,0.0,12.5,68.0,10.93,1.66,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.526133333333334,0,71.6,log0001.csv,0
56,12.48,23.6519,14.7,8.73639,255,0.0,-0.78125,,1525.25,0.4130470414686117,0.0,12.0,68.0,10.5,1.66,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.531573333333334,0,71.6,log0001.csv,0
57,12.52,23.6519,14.7,8.73639,255,0.0,-0.78125,,1520.5,0.42262413679710625,0.0,12.5,68.0,10.71,1.66,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.514346666666667,0,71.6,log0001.csv,0
58,12.56,23.6094,14.7,8.76692,255,0.0,-0.78125,,1514.25,0.4271421495789995,0.0,12.5,68.0,10.78,1.66,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.491680000000001,0,71.6,log0001.csv,0
59,12.6,23.7351,14.7,8.78483,255,0.0,-0.78125,,1516.0,0.42664907651715034,0.0,12.0,68.0,10.78,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.498026666666667,0,71.6,log0001.csv,0
60,12.64,23.6094,14.7,8.78483,255,0.0,-0.78125,,1514.0,0.41889035667107005,0.0,12.0,68.0,10.57,1.66,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.490773333333334,0,71.6,log0001.csv,0
61,12.68,23.6519,14.7,8.80023,255,0.0,-0.78125,,1496.25,0.42105263157894735,0.0,19.5,68.0,10.5,1.66,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.4264,0,71.6,log0001.csv,0
62,12.72,23.6519,14.7,8.96801,255,0.0,-0.78125,,1496.0,0.4267379679144386,0.0,19.0,68.0,10.64,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.425493333333334,0,71.6,log0001.csv,0
63,12.76,23.6519,14.7,8.96801,255,0.0,-0.78125,,1511.75,0.4222920456424674,0.0,17.0,68.0,10.64,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.482613333333334,0,71.6,log0001.csv,0
64,12.8,23.7776,14.7,8.99212,255,0.0,-0.78125,,1523.75,0.418966365873667,0.0,16.0,68.0,10.64,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.526133333333334,0,71.6,log0001.csv,0
65,12.84,23.7351,14.7,8.99212,255,0.0,-0.78125,,1523.5,0.4276993764358385,0.0,15.5,68.0,10.86,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.525226666666668,0,71.6,log0001.csv,0
66,12.88,23.6945,14.7,9.01365,255,0.0,-0.78125,,1514.5,0.4215252558600199,0.0,16.0,68.0,10.64,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.492586666666667,0,71.6,log0001.csv,0
67,12.92,23.7776,14.7,9.02717,255,0.0,-0.78125,,1500.25,0.4143309448425262,0.0,17.0,68.0,10.36,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.440906666666667,0,71.6,log0001.csv,0
68,12.96,23.6519,14.7,9.02717,255,0.0,-0.78125,,1497.0,0.4152304609218436,0.0,17.0,68.0,10.36,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.352,5.42912,0,71.6,log0001.csv,0
69,13.0,23.6945,14.7,9.04072,255,0.0,-0.78125,,1491.5,0.42239356352665103,0.0,17.0,68.0,10.5,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.090986666666667,0,71.6,log0001.csv,0
70,13.04,23.7351,14.7,9.19817,255,0.0,-0.78125,,1489.75,0.43134754153381444,0.0,16.5,68.0,10.71,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.085013333333333,0,71.6,log0001.csv,0
71,13.08,23.6945,14.7,9.19817,255,0.0,-0.78125,,1498.25,0.4289003837810779,0.0,15.5,68.0,10.71,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.114026666666667,0,71.6,log0001.csv,0
72,13.12,23.6519,14.7,9.21224,255,0.0,-0.78125,,1502.25,0.42496255616575146,0.0,15.0,68.0,10.64,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.127680000000001,0,71.6,log0001.csv,0
73,13.16,23.6094,14.7,9.21224,255,0.0,-0.78125,,1508.0,0.42334217506631305,0.0,14.0,68.0,10.64,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.147306666666666,0,71.6,log0001.csv,0
74,13.2,23.6519,14.7,9.22353,255,0.0,-0.78125,,1503.75,0.42174563591022446,0.0,14.5,68.0,10.57,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.1328000000000005,0,71.6,log0001.csv,0
75,13.24,23.6945,14.7,9.24052,255,0.0,-0.78125,,1501.25,0.4224479600333056,0.0,14.5,68.0,10.57,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.124266666666666,0,71.6,log0001.csv,0
76,13.28,23.6519,14.7,9.24052,255,0.0,-0.78125,,1484.75,0.4299713756524668,0.0,15.5,68.0,10.64,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.067946666666667,0,71.6,log0001.csv,0
77,13.32,23.6519,14.7,9.24903,255,0.0,-0.78125,,1484.25,0.4272865083375442,0.0,15.0,68.0,10.57,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.0662400000000005,0,71.6,log0001.csv,0
78,13.36,23.6519,14.7,9.39626,255,0.0,-0.78125,,1488.75,0.42317380352644834,0.0,14.5,68.0,10.5,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.0816,0,71.6,log0001.csv,0
79,13.4,23.6094,14.7,9.39626,255,0.0,-0.78125,,1483.25,0.4304062025956515,0.0,15.0,68.0,10.64,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.062826666666666,0,71.6,log0001.csv,0
80,13.44,23.6519,14.7,9.41094,255,0.0,-0.78125,,1478.0,0.41772665764546685,0.0,15.0,68.0,10.29,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.044906666666667,0,71.6,log0001.csv,0
81,13.48,23.6519,14.7,9.41094,255,0.0,-0.78125,,1469.25,0.42593159775395606,0.0,15.5,68.0,10.43,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.01504,0,71.6,log0001.csv,0
82,13.52,23.6519,14.7,9.42272,255,0.0,-0.78125,,1468.0,0.4262942779291553,0.0,15.5,68.0,10.43,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.010773333333333,0,71.6,log0001.csv,0
83,13.56,23.7776,14.7,9.43454,255,0.0,-0.78125,,1470.75,0.42835288118306986,0.0,15.0,68.0,10.5,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.02016,0,71.6,log0001.csv,0
84,13.6,23.6945,14.7,9.43454,255,0.0,-0.78125,,1465.25,0.4242279474492407,0.0,15.0,68.0,10.36,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.001386666666667,0,71.6,log0001.csv,0
85,13.64,23.6945,14.7,9.44638,255,0.0,-0.78125,,1465.75,0.4412757973733583,0.0,15.0,68.0,10.78,1.68,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.003093333333334,0,71.6,log0001.csv,0
86,13.68,23.6519,14.7,9.58167,255,0.0,-0.78125,,1469.5,0.4401497107859816,0.0,14.0,68.0,10.78,1.68,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.0158933333333335,0,71.6,log0001.csv,0
87,13.72,23.6945,14.7,9.58167,255,0.0,-0.78125,,1474.0,0.4388059701492537,0.0,13.5,68.0,10.78,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.031253333333333,0,71.6,log0001.csv,0
88,13.76,23.6519,14.7,9.59083,255,0.0,-0.78125,,1469.25,0.43736600306278717,0.0,14.0,68.0,10.71,1.66,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.01504,0,71.6,log0001.csv,0
89,13.8,23.6945,14.7,9.59083,255,0.0,-0.78125,,1467.75,0.43495145631067966,0.0,13.5,68.0,10.64,1.68,0.0,9.80392,0.0,14.2196,5.655,-8.564599999999999,-8.52865,1,7,0,0.0,0,0.0,0,0.0,4.096,5.00992,0,71.6,log0001.csv,0
