sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC
12444,731.72,10.6748,11.1398,12.1885,53,0,-0.78125,,947.5,0.298891821,8.6992,6,71.6,4.72,1.28,0,5.09804,0,14.3647,5.075,-9.2897,-8.96359,1,7,0,0,0,0,0,0,2.56,2.021333333
12445,731.76,10.464,11.1398,12.1934,52,0,-0.78125,,962,0.297505198,8.6992,6,71.6,4.77,1.3,0,4.70588,0,14.3647,5.075,-9.2897,-8.93417,1,7,0,0,0,0,0,0,2.56,2.052266667
12446,731.8,10.5491,11.1398,12.1934,52,0,-0.78125,,954.25,0.289861147,8.6992,6,71.6,4.61,1.26,0,3.92157,0,14.3647,5.075,-9.2897,-8.93417,1,7,0,0,0,0,0,0,2.56,2.035733333
12447,731.84,10.2532,11.1398,12.2132,52,0,-0.78125,,949.75,0.25648855,8.07783,6,71.6,4.06,1.22,0,3.92157,0,14.3647,4.93,-9.4347,-8.94089,1,7,0,0,0,0,0,0,2.56,2.026133333
12448,731.88,10.2532,11.1398,12.8163,52,0,-0.78125,,945.25,0.249457815,8.07783,6,71.6,3.93,1.22,0,3.92157,0,14.3647,4.785,-9.5797,-8.94955,1,7,0,0,0,0,0,0,2.304,1.81488
12449,731.92,10.3383,11.1398,12.8163,52,0,-0.78125,,937,0.247812166,8.07783,6.5,71.6,3.87,1.24,0,3.92157,0,14.3647,4.785,-9.5797,-8.94955,1,7,0,0,0,0,0,0,2.56,1.998933333
12450,731.96,10.2106,11.1398,12.243,52,0,-0.78125,,933.5,0.248741296,8.07783,7,71.6,3.87,1.22,0,3.92157,0,14.3647,4.785,-9.5797,-8.96031,1,7,0,0,0,0,0,0,2.304,1.79232
12451,732,10.17,11.1398,12.243,51,0,-0.78125,,916,0.249563319,7.45645,9.5,71.6,3.81,1.22,0,4.31373,0,14.3647,4.64,-9.7247,-8.9765,1,7,0,0,0,0,0,0,2.304,1.75872
12452,732.04,10.2532,11.1398,12.243,51,0,-0.78125,,904,0.258185841,7.45645,10.5,71.6,3.89,1.24,0,5.09804,0,14.3647,4.64,-9.7247,-8.9765,1,7,0,0,0,0,0,0,2.304,1.73568
12453,732.08,10.2106,11.1398,12.253,51,0,-0.78125,,898,0.275946548,7.45645,11.5,71.6,4.13,1.28,0,5.09804,0,14.3647,4.64,-9.7247,-8.98744,1,7,0,0,0,0,0,0,2.304,1.72416
12454,732.12,10.2106,11.1398,12.253,50,0,-0.78125,,889.75,0.2987356,7.45645,13,71.6,4.43,1.3,0,5.09804,0,14.3647,4.785,-9.5797,-8.98744,1,7,0,0,0,0,0,0,2.304,1.70832
12455,732.16,10.2532,11.1398,12.243,50,0,-0.78125,,900.25,0.310580394,6.83508,11.5,71.6,4.66,1.28,0,4.31373,0,14.3647,4.785,-9.5797,-9.00058,1,7,0,0,0,0,0,0,2.304,1.72848
12456,732.2,10.17,11.1398,12.243,50,-2.34375,-0.78125,,892,0.281165919,6.83508,13,71.6,4.18,1.24,0,3.92157,0,14.3647,4.785,-9.5797,-8.99743,1,7,0,0,0,0,0,0,2.304,1.71264
12457,732.24,10.5897,11.1398,12.243,50,-3.90625,-0.78125,,893.5,0.261219922,6.21371,12.5,71.6,3.89,1.22,0,3.92157,0,14.3647,4.785,-9.5797,-8.99743,1,7,0,0,0,0,0,0,2.304,1.71552
12458,732.28,10.17,11.1398,12.243,49,-5.46875,-0.78125,,895.75,0.248506838,6.21371,12.5,71.6,3.71,1.22,0,3.92157,0,14.3647,4.64,-9.7247,-8.99722,1,7,0,0,0,0,0,0,2.304,1.71984
12459,732.32,10.3383,11.1398,12.7566,49,-6.25,-0.78125,,889,0.241619798,6.21371,13,71.6,3.58,1.22,0,3.92157,0,14.3647,4.64,-9.7247,-9.00125,1,7,0,0,0,0,0,0,2.304,1.70688
12460,732.36,10.3789,11.1398,12.7566,49,-7.8125,-0.78125,,891.75,0.234819176,6.21371,13,71.6,3.49,1.2,0,3.92157,0,14.3647,4.495,-9.8697,-9.00125,1,7,0,0,0,0,0,0,2.304,1.71216
12461,732.4,10.3789,11.1398,12.258,48,-8.59375,-0.78125,,887.75,0.231146156,5.59234,13.5,71.6,3.42,1.18,0,3.92157,0,14.3647,4.495,-9.8697,-9.00243,1,7,0,0,0,0,0,0,2.304,1.70448
12462,732.44,10.7173,11.1398,12.258,48,-10.9375,-0.78125,,872.25,0.235253654,5.59234,14.5,71.6,3.42,1.18,0,3.92157,0,14.3647,4.495,-9.8697,-9.00243,1,7,0,0,0,0,0,0,2.048,1.48864
12463,732.48,10.4214,11.1398,12.3637,48,-11.7188,-0.78125,,875,0.234514286,4.97097,14.5,71.6,3.42,1.2,0,3.92157,0,14.3647,4.495,-9.8697,-9.01672,1,7,0,0,0,0,0,0,2.048,1.493333333
12464,732.52,10.5065,11.1398,12.3637,47,-13.2813,-0.78125,,875,0.234514286,4.97097,14.5,71.6,3.42,1.22,0,3.92157,0,14.3647,4.495,-9.8697,-9.01412,1,7,0,0,0,0,0,0,2.048,1.493333333
12465,732.56,10.4214,11.1398,12.3637,47,-14.0625,-0.78125,,884.75,0.2387115,4.97097,13.5,71.6,3.52,1.22,0,4.31373,0,14.3647,4.495,-9.8697,-9.01412,1,7,0,0,0,0,0,0,2.048,1.509973333
12466,732.6,10.5491,11.1398,12.3586,47,-14.8438,-0.78125,,882.25,0.24822896,4.97097,13.5,71.6,3.65,1.22,0,4.31373,0,14.3647,4.495,-9.8697,-9.00736,1,7,0,0,0,0,0,0,2.048,1.505706667
12467,732.64,10.3789,11.1398,12.3586,47,-16.4063,-0.78125,,886.5,0.255160745,4.3496,13.5,71.6,3.77,1.22,0,4.31373,0,14.3647,4.495,-9.8697,-9.00174,1,7,0,0,0,0,0,0,2.048,1.51296
12468,732.68,10.5897,11.1398,12.3586,47,-17.9688,-0.78125,,897.5,0.256044568,4.3496,12.5,71.6,3.83,1.22,0,4.31373,0,14.3647,4.495,-9.8697,-9.00174,1,7,0,0,0,0,0,0,2.048,1.531733333
12469,732.72,10.6748,11.1398,12.3434,47,-17.9688,-0.78125,,891.75,0.26038688,4.3496,13,71.6,3.87,1.24,0,4.31373,0,14.3647,4.495,-9.8697,-8.9935,1,7,0,0,0,0,0,0,2.048,1.52192
12470,732.76,10.6322,11.1398,12.3434,46,-17.9688,-0.78125,,898.25,0.258502644,4.3496,12.5,71.6,3.87,1.24,0,4.31373,0,14.3647,4.495,-9.8697,-8.9935,1,7,0,0,0,0,0,0,2.048,1.533013333
12471,732.8,10.464,11.1398,12.3434,46,-18.75,-0.78125,,900.25,0.257928353,3.72823,12.5,71.6,3.87,1.24,0,4.31373,0,14.3647,4.64,-9.7247,-8.99279,1,7,0,0,0,0,0,0,2.048,1.536426667
12472,732.84,10.5065,11.1398,12.3434,46,-18.75,-0.78125,,909,0.258085809,3.72823,11.5,71.6,3.91,1.22,0,4.31373,0,14.3647,4.64,-9.7247,-8.98209,1,7,0,0,0,0,0,0,2.048,1.55136
12473,732.88,10.7579,11.2547,12.3434,46,-18.75,-0.78125,,916,0.257423581,3.72823,10.5,71.6,3.93,1.22,0,4.31373,0,14.3647,4.64,-9.7247,-8.98209,1,7,0,0,0,0,0,0,2.048,1.563306667
12474,732.92,10.843,11.3695,12.3434,45,-18.75,-0.78125,,899.25,0.262218515,3.72823,13,71.6,3.93,1.24,0,4.31373,0,14.3647,4.64,-9.7247,-8.97649,1,7,0,0,0,0,0,0,2.048,1.53472
12475,732.96,10.9687,11.4844,12.3434,45,-18.75,-0.78125,,897.25,0.262803009,3.72823,13,71.6,3.93,1.26,9.41177,4.31373,69.1656,14.3647,4.64,-9.7247,-6.71495,1,7,0,0,0,74.902,0,0,2.048,1.531306667
12476,733,10.843,11.7141,12.3434,45,-18.75,-0.78125,,884.25,0.266666667,3.72823,14,71.6,3.93,1.42,24.3137,14.1176,153.342,14.3647,4.64,-9.7247,-6.71495,1,7,0,0,0,74.902,0,0,2.048,1.50912
12477,733.04,10.7579,11.8289,11.3993,44,-18.75,-0.78125,,888,0.400675676,3.72823,14.5,71.6,5.93,2.08,23.1373,22.3529,149.289,14.3647,5.365,-8.9997,-0.959023,1,7,0,0,0,74.902,0,0,2.048,1.51552
12478,733.08,11.2646,11.9437,11.3993,44,-4.6875,0,,903,1.824584718,3.72823,16.5,71.6,27.46,2.26,15.6863,21.1765,120.167,14.3647,9.86,-4.5047,-0.959023,1,7,0,0,0,74.902,0,0,4.096,3.08224
12479,733.12,11.0964,12.1734,9.44045,44,-4.6875,0,,973.25,1.682404315,3.72823,14.5,71.6,27.29,1.96,7.45098,12.549,55.3939,14.3647,10.585,-3.7797,-5.26597,1,7,0,0,0,74.902,0,0,4.864,3.944906667
12480,733.16,11.4755,12.4031,11.2586,43,-4.6875,0,,1195.5,0.664491844,3.72823,-4,71.6,13.24,1.68,2.7451,9.01961,19.9855,14.3647,9.715,-4.6497,-8.08544,1,7,0,0,0,74.902,0,0,4.608,4.59072
12481,733.2,11.7694,12.7477,11.2586,43,-4.6875,0,,1274.5,0.483954492,3.72823,-3.5,71.6,10.28,1.5,3.13725,7.05882,22.9425,14.3647,9.135,-5.2297,-8.08544,1,7,0,0,0,74.902,0,0,3.84,4.0784
12482,733.24,12.3593,12.9773,14.6073,43,-3.90625,0,,1388.25,0.314208536,3.72823,-1.5,71.6,7.27,1.44,5.88235,6.66667,41.2906,14.3647,8.12,-6.2447,-7.87366,1,7,0,0,0,74.902,0,0,3.328,3.85008
12483,733.28,12.8234,12.9773,15.7045,43,-4.6875,0,,1448.25,0.269704816,3.72823,1.5,71.6,6.51,1.46,9.01961,8.23529,61.0453,14.3647,7.25,-7.1147,-6.87414,1,7,0,0,0,74.902,0,0,3.072,3.70752
12484,733.32,13.2451,12.9773,15.7045,43,-4.6875,0,,1475.25,0.308693442,3.72823,22.5,71.6,7.59,1.54,14.1176,9.80392,124.296,14.3647,7.25,-7.1147,-6.87414,1,7,0,0,0,74.902,0,0,3.584,4.40608
12485,733.36,13.0768,12.8625,14.3977,43,-4.6875,0,,1475.5,0.39850898,3.72823,24,71.6,9.8,1.76,16.0784,15.6863,148.832,14.3647,6.96,-7.4047,-1.84988,1,7,0,0,2,74.902,0,0,3.328,4.092053333
12486,733.4,13.2451,12.8625,14.3977,42,-4.6875,0,,1488,0.711290323,3.72823,25.5,71.6,17.64,2.02,18.0392,17.6471,164.21,14.3647,7.83,-6.5347,-1.84988,1,7,0,0,2,74.902,0,0,3.84,4.7616
12487,733.44,13.2451,12.7477,11.2209,42,-4.6875,0,,1495.25,0.944189935,4.3496,24,71.6,23.53,2.18,21.9608,21.1765,185.496,14.3647,8.845,-5.5197,0.275805,1,7,0,0,4,74.902,0,0,4.352,5.422773333
12488,733.48,13.2451,12.6328,10.8763,42,-4.6875,0.78125,,1543.75,1.17454251,4.3496,2,71.6,30.22,2.28,20.7843,23.1373,182.486,14.3647,10.15,-4.2147,0.733379,1,7,0,0,5,74.902,0,0,5.12,6.586666667
12489,733.52,12.9917,12.518,10.8763,42,-4.6875,0.78125,,1549.25,1.250540584,4.3496,0,71.6,32.29,2.26,21.5686,22.7451,185.725,14.3647,11.165,-3.1997,0.733379,1,7,0,0,6,74.902,0,0,5.632,7.271146667
12490,733.56,12.9085,12.6328,11.2671,42,0,0.78125,,1524.25,1.189962277,4.3496,17.5,71.6,30.23,2.22,20,22.3529,177.124,14.3647,11.455,-2.9097,0.763869,1,7,0,0,7,74.902,0,0,6.4,8.129333333
12491,733.6,13.2025,12.9773,11.408,42,0,0.78125,,1513.5,1.115163528,4.3496,16,71.6,28.13,2.16,21.1765,21.5686,182.296,14.3647,11.745,-2.6197,0.731232,1,7,0,0,8,74.902,0,0,6.656,8.39488
12492,733.64,12.866,13.207,11.408,42,0,0.78125,,1515,1.051881188,4.3496,15.5,71.6,26.56,2.14,18.4314,21.1765,168.107,14.3647,11.89,-2.4747,0.731232,1,7,0,0,9,74.902,0,0,6.656,8.4032
12493,733.68,13.1174,13.0922,11.5083,41,0,0.78125,,1481.75,1.004217985,4.97097,15.5,71.6,24.8,2.08,18.0392,19.6078,163.972,14.3647,11.89,-2.4747,-0.281766,1,7,0,0,10,74.902,0,0,6.912,8.53488
12494,733.72,12.9085,12.9773,11.5083,41,0,0.78125,,1426.75,0.957140354,4.97097,15,71.6,22.76,2.06,18.0392,19.6078,161.858,14.3647,11.745,-2.6197,-0.281766,1,7,0,0,10,74.902,0,0,6.656,7.913706667
12495,733.76,12.6126,12.6328,11.5569,41,0,0.78125,,1328,1.02063253,6.21371,14.5,71.6,22.59,2.06,18.0392,19.2157,158.072,14.3647,11.89,-2.4747,-0.401881,1,7,0,0,11,74.902,0,0,6.656,7.365973333
12496,733.8,12.191,12.2883,11.588,40,0,0.78125,,1248.75,1.028228228,6.21371,14.5,71.6,21.4,2.02,18.8235,19.2157,159.691,14.3647,11.89,-2.4747,-0.682655,1,7,0,0,10,74.902,0,0,6.912,7.1928
12497,733.84,11.5586,12.0586,11.588,40,0,0.78125,,1214.75,1.049104754,6.83508,14,71.6,21.24,2.02,19.2157,19.6078,158.817,14.3647,12.035,-2.3297,-0.682655,1,7,0,0,10,74.902,0,0,6.912,6.99696
12498,733.88,11.2221,11.7141,11.5657,40,0,0,,1230.75,1.03936624,6.83508,14,71.6,21.32,2.04,20,20.3922,161.621,14.3647,12.18,-2.1847,-0.654215,1,7,0,0,10,74.902,0,0,6.912,7.08912
12499,733.92,11.1795,11.4844,11.5569,40,0,0,,1329,1.012641084,7.45645,14,71.6,22.43,2.06,20.3922,20.7843,166.026,14.3647,12.325,-2.0397,-0.0449429,1,7,0,0,9,74.902,0,0,6.912,7.65504
12500,733.96,11.1795,11.3695,11.5569,40,0,0,,1406.5,0.970920725,7.45645,14.5,71.6,22.76,2.1,20.7843,21.5686,175.153,14.3647,12.325,-2.0397,-0.0449429,1,7,0,0,9,74.902,0,0,6.912,8.10144
12501,734,11.0964,11.1398,11.6553,40,0,0,,1573.25,0.959923725,7.45645,15,71.6,25.17,2.14,21.1765,22.3529,183.042,14.3647,12.325,-2.0397,0.631792,1,7,0,0,9,74.902,0,0,6.912,9.06192
12502,734.04,11.0113,11.1398,11.6553,39,0,0,,1641.75,0.97067154,7.45645,15,71.6,26.56,2.14,20,22.3529,180.91,14.3647,12.18,-2.1847,0.631792,1,7,0,0,10,74.902,0,0,6.912,9.45648
12503,734.08,11.1795,11.1398,11.7142,39,0,0.78125,,1653,0.974591652,8.07783,15,71.6,26.85,2.14,17.6471,20.7843,166.845,14.3647,12.035,-2.3297,0.628302,1,7,0,0,11,74.902,0,0,6.912,9.52128
12504,734.12,11.0113,11.1398,11.7738,39,0,0.78125,,1633.25,0.922087862,8.07783,15,71.6,25.1,2.1,17.2549,20,163.767,14.3647,11.89,-2.4747,-0.245522,1,7,0,0,12,74.902,0,0,6.656,9.059093333
12505,734.16,10.843,11.1398,11.7738,39,0,0.78125,,1610,0.891428571,8.6992,15.5,71.6,23.92,2.1,17.6471,19.6078,165.393,14.3647,11.6,-2.7647,-0.245522,1,7,0,0,13,74.902,0,0,6.656,8.930133333
12506,734.2,10.9281,11.1398,12.0615,39,0,0.78125,,1619,0.886473132,8.6992,15.5,71.6,23.92,2.12,17.6471,19.6078,165.367,14.3647,11.455,-2.9097,-0.102069,1,7,0,0,14,74.902,0,0,6.656,8.980053333
12507,734.24,10.6748,11.1398,11.9467,39,0,0.78125,,1707.5,0.843338214,9.32057,16,71.6,24,2.12,17.6471,19.6078,165.261,14.3647,11.31,-3.0547,-0.110487,1,7,0,0,15,74.902,0,0,6.4,9.106666667
12508,734.28,10.7173,11.1398,11.9467,39,0,0.78125,,1793.5,0.839698913,9.32057,16.5,71.6,25.1,2.14,18.0392,20,168.17,14.3647,11.165,-3.1997,-0.110487,1,7,0,0,14,74.902,0,0,6.4,9.565333333
12509,734.32,10.464,11.1398,12.023,38,0,0.78125,,1902,0.847003155,9.94194,17,71.6,26.85,2.16,18.0392,20.7843,168.013,14.3647,11.02,-3.3447,0.133261,1,7,0,0,15,74.902,0,0,6.144,9.73824
12510,734.36,10.8856,11.1398,12.023,38,0,0.78125,,1957.5,0.859463602,9.94194,17.5,71.6,28.04,2.2,18.4314,21.1765,169.617,14.3647,11.02,-3.3447,0.133261,1,7,0,0,14,74.902,0,0,6.144,10.0224
12511,734.4,11.0538,11.1398,12.0906,38,0,0.78125,,2004.25,0.875040539,9.94194,18,71.6,29.23,2.22,18.0392,21.1765,167.978,14.3647,11.02,-3.3447,0.262502,1,7,0,0,16,74.902,0,0,6.144,10.26176
12512,734.44,10.9687,11.2547,12.1296,38,0,0.78125,,1992,0.898493976,9.94194,17.5,71.6,29.83,2.24,17.6471,21.1765,164.678,14.3647,11.02,-3.3447,-0.160415,1,7,0,0,17,74.902,0,0,6.144,10.19904
12513,734.48,11.3904,11.3695,12.1296,38,0,0.78125,,1987.25,0.903660838,10.5633,17.5,71.6,29.93,2.22,17.6471,20.7843,164.335,14.3647,11.02,-3.3447,-0.160415,1,7,0,0,18,74.902,0,0,6.144,10.17472
12514,734.52,11.3072,11.4844,12.1639,38,0,0.78125,,2010.25,0.872428802,10.5633,18,71.6,29.23,2.22,17.6471,20.7843,164.635,14.3647,10.875,-3.4897,-0.190137,1,7,0,0,19,74.902,0,0,6.144,10.29248
12515,734.56,11.3478,11.4844,12.2132,37,0,0.78125,,2063,0.841686864,11.1847,18,71.6,28.94,2.22,17.6471,20.7843,165.988,14.3647,10.73,-3.6347,-0.0482451,1,7,0,0,20,74.902,0,0,5.888,10.12245333
12516,734.6,11.4329,11.4844,12.2132,37,0,0.78125,,2107.75,0.832072115,11.1847,18.5,71.6,29.23,2.2,17.6471,20.7843,167.841,14.3647,10.585,-3.7797,-0.0482451,1,7,0,0,19,74.902,0,0,5.888,10.34202667
12517,734.64,11.3904,11.4844,12.492,37,0,0.78125,,2199.5,0.802818822,11.8061,19.5,71.6,29.43,2.22,17.6471,20.7843,173.231,14.3647,10.44,-3.9247,0.363497,1,7,0,0,19,74.902,0,0,5.632,10.32298667
12518,734.68,11.3478,11.4844,12.492,37,0,0.78125,,2261.25,0.810082919,11.8061,19.5,71.6,30.53,2.24,17.6471,20.7843,172.889,14.3647,10.15,-4.2147,0.363497,1,7,0,0,20,74.902,0,0,5.632,10.6128
12519,734.72,11.3072,11.3695,12.3993,37,0,0.78125,,2311.5,0.820246593,11.8061,20,71.6,31.6,2.26,17.2549,20.7843,171.823,14.3647,10.005,-4.3597,0.423627,1,7,0,0,20,74.902,0,0,5.632,10.84864
12520,734.76,11.0964,11.2547,12.4609,37,0,0.78125,,2317.5,0.823559871,11.8061,20,71.6,31.81,2.26,17.2549,20.7843,171.673,14.3647,9.86,-4.5047,0.366794,1,7,0,0,20,74.902,0,0,5.632,10.8768
12521,734.8,11.3478,11.3695,12.4609,37,0,0.78125,,2310.75,0.837390458,12.4274,20,71.6,32.25,2.26,17.2549,20.7843,172.181,14.3647,9.86,-4.5047,0.366794,1,7,0,0,20,74.902,0,0,5.632,10.84512
12522,734.84,11.4755,11.4844,12.4816,37,0,0.78125,,2335,0.864411135,12.4274,20,71.6,33.64,2.3,17.6471,21.1765,174.789,14.3647,9.86,-4.5047,0.359124,1,7,0,0,20,74.902,0,0,5.632,10.95893333
12523,734.88,11.4755,11.4844,12.492,37,0,0.78125,,2372,0.859021922,13.0488,20,71.6,33.96,2.3,17.6471,21.5686,176.35,14.3647,9.86,-4.5047,0.520462,1,7,0,0,20,74.902,0,0,5.632,11.13258667
12524,734.92,11.9377,11.4844,12.492,37,0,0.78125,,2440,0.854016393,13.0488,20,71.6,34.73,2.3,17.2549,21.5686,174.452,14.3647,9.86,-4.5047,0.520462,1,7,0,0,20,74.902,0,0,5.632,11.45173333
12525,734.96,11.4329,11.4844,12.5075,36,0,0.78125,,2481.5,0.850130969,13.0488,20,71.6,35.16,2.32,17.6471,21.5686,177.504,14.3647,9.715,-4.6497,0.452999,1,7,0,0,19,74.902,0,0,5.632,11.64650667
12526,735,11.2221,11.3695,12.5075,36,0,0.78125,,2548.5,0.832960565,13.0488,20.5,71.6,35.38,2.32,17.2549,21.5686,174.439,14.3647,9.715,-4.6497,0.452999,1,7,0,0,19,74.902,0,0,5.632,11.96096
12527,735.04,11.2646,11.2547,12.5336,36,0,0.78125,,2586.25,0.823354277,13.6702,20.5,71.6,35.49,2.32,17.2549,21.9608,174.433,14.3647,9.715,-4.6497,0.452679,1,7,0,0,19,74.902,0,0,5.632,12.13813333
12528,735.08,11.0964,11.2547,12.5545,36,0,0.78125,,2615,0.826921606,13.6702,20.5,71.6,36.04,2.34,17.2549,21.9608,174.431,14.3647,9.57,-4.7947,0.452438,1,7,0,0,19,74.902,0,0,5.632,12.27306667
12529,735.12,11.5586,11.1398,12.5545,36,0,0.78125,,2616.25,0.83134257,13.6702,20.5,71.6,36.25,2.34,17.2549,21.9608,174.429,14.3647,9.57,-4.7947,0.452438,1,7,0,0,19,74.902,0,0,5.632,12.27893333
12530,735.16,11.1795,11.1398,12.5702,36,0,0.78125,,2640,0.816590909,13.6702,20.5,71.6,35.93,2.34,17.2549,21.9608,174.425,14.3647,9.57,-4.7947,0.452272,1,7,0,0,19,74.902,0,0,5.632,12.3904
12531,735.2,11.4755,11.1398,12.5807,36,0,0.78125,,2677.5,0.814789916,14.2915,21,71.6,36.36,2.34,17.2549,21.9608,174.42,14.3647,9.57,-4.7947,0.452048,1,7,0,0,20,74.902,0,0,5.632,12.5664
12532,735.24,11.3904,11.1398,12.5807,36,0,0.78125,,2725.5,0.805283434,14.2915,21,71.6,36.58,2.36,17.2549,21.9608,174.418,14.3647,9.57,-4.7947,0.452048,1,7,0,0,20,74.902,0,0,5.632,12.79168
12533,735.28,11.1389,11.1398,12.5965,36,0,0.78125,,2784.75,0.788149744,14.9129,21.5,71.6,36.58,2.34,17.2549,21.9608,174.41,14.3647,9.425,-4.9397,0.451709,1,7,0,0,20,74.902,0,0,5.632,13.06976
12534,735.32,11.2646,11.1398,12.5965,35,0,0.78125,,2808.5,0.793234823,14.9129,21.5,71.6,37.13,2.38,17.2549,22.3529,174.424,14.3647,9.425,-4.9397,0.451709,1,7,0,0,20,74.902,0,0,5.632,13.18122667
12535,735.36,11.2646,11.1398,12.6018,35,0,0.78125,,2858.25,0.793072684,14.9129,21.5,71.6,37.78,2.38,17.2549,22.3529,174.536,14.3647,9.57,-4.7947,0.539898,1,7,0,0,20,74.902,0,0,5.632,13.41472
12536,735.4,11.1795,11.1398,12.5965,35,0,0.78125,,2895.5,0.782869971,14.9129,21.5,71.6,37.78,2.36,17.2549,22.3529,174.641,14.3647,9.57,-4.7947,0.7191,1,7,0,0,20,74.902,0,0,5.632,13.58954667
12537,735.44,10.9687,11.1398,12.5965,35,0,0.78125,,2917.5,0.786015424,15.5343,22,71.6,38.22,2.38,17.2549,22.3529,174.695,14.3647,9.57,-4.7947,0.7191,1,7,0,0,21,74.902,0,0,5.632,13.6928
12538,735.48,11.1389,11.1398,12.6018,35,0,0.78125,,2937.75,0.789788103,15.5343,22,71.6,38.67,2.4,17.2549,22.3529,174.743,14.3647,9.57,-4.7947,0.805094,1,7,0,0,21,74.902,0,0,5.632,13.78784
12539,735.52,11.1795,11.1398,12.6123,35,0,0.78125,,2963.25,0.77388003,16.1557,22,71.6,38.22,2.38,17.2549,22.3529,174.786,14.3647,9.57,-4.7947,0.884867,1,7,0,0,21,74.902,0,0,5.632,13.90752
12540,735.56,11.0538,11.1398,12.6123,35,0,0.78125,,2992.5,0.766315789,16.1557,22,71.6,38.22,2.38,17.2549,22.3529,174.85,14.3647,9.57,-4.7947,0.884867,1,7,0,0,21,74.902,0,0,5.632,14.0448
12541,735.6,11.2646,11.1398,12.6388,35,-2.34375,0.78125,,3036,0.767588933,16.1557,22.5,71.6,38.84,2.38,17.2549,22.3529,174.941,14.3647,9.425,-4.9397,0.998429,1,7,0,0,21,74.902,0,0,5.376,13.60128
12542,735.64,11.2646,11.1398,12.6388,35,-9.375,0.78125,,3077.5,0.753923639,16.1557,22.5,71.6,38.67,2.4,17.2549,22.3529,175.042,14.3647,9.28,-5.0847,0.998429,1,7,0,0,21,74.902,0,0,5.12,13.13066667
12543,735.68,11.1389,11.1398,12.6441,35,-15.625,0.78125,,3121,0.759948734,16.777,22.5,69.8,39.53,2.4,16.4706,22.3529,165.313,14.3647,9.28,-5.0847,1.04165,1,7,0,0,21,74.902,0,0,4.864,12.65045333
12544,735.72,10.843,11.1398,12.7566,35,-20.3125,0.78125,,3159.25,0.725868481,16.777,23,69.8,38.22,2.38,15.6863,21.5686,146.296,14.3647,9.135,-5.2297,-0.413988,1,7,0,0,21,74.902,0,0,4.608,12.13152
12545,735.76,11.2646,11.3695,12.7566,35,-23.4375,0.78125,,3197.25,0.686464931,16.777,23.5,69.8,36.58,2.34,15.2941,20.7843,141.478,14.3647,8.845,-5.5197,-0.413988,1,7,0,0,21,74.902,0,0,4.352,11.59536
12546,735.8,11.5586,11.7141,12.9153,35,-23.4375,0.78125,,3213.25,0.662693535,16.777,23.5,69.8,35.49,2.32,15.6863,20.3922,146.337,14.3647,8.555,-5.8097,-1.19965,1,7,0,0,21,74.902,0,0,4.096,10.96789333
12547,735.84,11.7288,12.0586,12.9766,35,-23.4375,0.78125,,3231.5,0.658950952,17.3984,24,69.8,35.49,2.32,15.2941,20.7843,141.3,14.3647,8.265,-6.0997,-1.17622,1,7,0,0,21,74.1176,0,0,4.096,11.03018667
12548,735.88,12.4444,12.4031,12.9766,35,-23.4375,0.78125,,3253.75,0.658501729,17.3984,24.5,69.8,35.71,2.32,15.2941,20.3922,139.955,14.3647,8.265,-6.0997,-1.17622,1,7,0,0,21,74.1176,0,0,4.096,11.10613333
12549,735.92,12.9085,12.7477,12.9375,35,-23.4375,0.78125,,3281.75,0.658916736,17.3984,24.5,69.8,36.04,2.34,15.6863,20.7843,143.657,14.3647,8.12,-6.2447,-0.930134,1,7,0,0,21,73.3333,0,0,3.84,10.5016
12550,735.96,12.9917,13.0922,12.9375,35,-23.4375,0.78125,,3319.75,0.655169817,17.3984,24.5,69.8,36.25,2.36,15.6863,21.1765,147.566,14.3647,8.12,-6.2447,-0.930134,1,7,0,0,21,73.3333,0,0,3.84,10.6232
12551,736,13.5816,13.5516,12.8547,35,-23.4375,0.78125,,3383.5,0.666055859,18.0198,24.5,69.8,37.56,2.38,15.6863,21.1765,141.815,14.3647,8.12,-6.2447,-0.639636,1,7,0,0,21,71.3726,0,0,3.84,10.8272
12552,736.04,13.5816,13.8961,12.7837,35,-23.4375,0.78125,,3405.25,0.667616181,18.0198,24.5,69.8,37.89,2.38,15.2941,21.1765,135.604,14.3647,8.12,-6.2447,-1.60126,1,7,0,0,21,70.5882,0,0,3.84,10.8968
12553,736.08,13.9606,14.0109,12.7837,35,-23.4375,0.78125,,3404.25,0.660233532,18.0198,24.5,69.8,37.46,2.36,15.2941,21.1765,135.12,14.3647,7.975,-6.3897,-1.60126,1,7,0,0,21,70.5882,0,0,3.84,10.8936
12554,736.12,14.2972,14.1258,12.7728,35,-23.4375,0.78125,,3420.5,0.651308288,18.0198,24.5,69.8,37.13,2.36,15.2941,20.7843,135.161,14.3647,7.975,-6.3897,-1.71936,1,7,0,0,21,69.4118,0,0,3.84,10.9456
12555,736.16,14.3397,14.2406,12.8109,35,-23.4375,0.78125,,3453.75,0.637394137,18.6411,25,69.8,36.69,2.34,15.2941,20.7843,134.857,14.3647,7.83,-6.5347,-1.72793,1,7,0,0,21,68.6274,0,0,3.84,11.052
