sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC
85,9.2,23.7351,14.7,11.2797,255,0,0,,1525.25,0.36898869,0,13,60.8,9.38,1.58,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.230026667
86,9.24,23.8627,14.7,11.2797,255,0,0,,1529,0.363767168,0,12.5,60.8,9.27,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.240426667
87,9.28,23.8202,14.7,11.2882,255,0,0,,1528.75,0.368143908,0,12.5,60.8,9.38,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.239733333
88,9.32,23.7776,14.7,11.2882,255,0,0,,1531.25,0.373420408,0,11.5,60.8,9.53,1.62,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.246666667
89,9.36,23.8202,14.7,11.3009,255,0,0,,1531.25,0.376163265,0,11,60.8,9.6,1.6,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.246666667
90,9.4,23.4837,14.7,11.3136,255,0,0,,1537,0.37553676,0,10.5,60.8,9.62,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.262613333
91,9.44,23.6945,14.7,11.3136,255,0,0,,1537.25,0.374695072,0,10,60.8,9.6,1.6,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.263306667
92,9.48,23.8202,14.7,11.395,255,0,0,,1528,0.380890052,0,11,60.8,9.7,1.62,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.237653333
93,9.52,23.8202,14.7,11.4123,255,0,0,,1524.75,0.377766847,0,11,60.8,9.6,1.6,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.22864
94,9.56,23.8627,14.7,11.4123,255,0,0,,1522,0.377266754,0,11,60.8,9.57,1.6,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.221013333
95,9.6,23.8627,14.7,11.4253,255,0,0,,1511,0.37921906,0,11.5,60.8,9.55,1.6,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.190506667
96,9.64,23.8627,14.7,11.4253,255,0,0,,1516.5,0.375074184,0,11,60.8,9.48,1.6,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.20576
97,9.68,23.7351,14.7,11.4296,255,0,0,,1512.75,0.373227566,0,11,60.8,9.41,1.6,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.19536
98,9.72,23.6945,14.7,11.5171,255,0,0,,1511.75,0.382999835,0,10.5,60.8,9.65,1.62,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.192586667
99,9.76,23.8627,14.7,11.5171,255,0,0,,1507.75,0.382822086,0,11,60.8,9.62,1.6,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.181493333
100,9.8,23.7776,14.7,11.5215,255,0,0,,1511,0.380013236,0,10,60.8,9.57,1.6,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.190506667
101,9.84,23.7776,14.7,11.5391,255,0,0,,1507.5,0.371741294,0,10.5,60.8,9.34,1.58,0,9.41177,0,14.3647,5.075,-9.2897,-8.67737,1,7,0,0,4,0,0,0,3.328,4.1808
102,9.88,23.7776,14.7,11.5391,255,0,0,,1506.75,0.381085117,0,10,60.8,9.57,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.17872
103,9.92,23.6519,14.7,11.5524,255,0,0,,1499.75,0.382863811,0,10.5,60.8,9.57,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.159306667
104,9.96,23.6519,14.7,11.5569,255,0,0,,1501,0.38254497,0,10,60.8,9.57,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.162773333
105,10,23.8202,14.7,11.5569,255,0,0,,1501.5,0.384415584,0,10,60.8,9.62,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.16416
106,10.04,23.6094,14.7,11.6373,255,0,0,,1502.75,0.385293628,0,9.5,60.8,9.65,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.167626667
107,10.08,23.8202,14.7,11.6373,255,0,0,,1503.5,0.385899568,0,9.5,60.8,9.67,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.169706667
108,10.12,23.8202,14.7,11.6463,255,0,0,,1508,0.382758621,0,8.5,60.8,9.62,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.182186667
109,10.16,23.8627,14.7,11.6598,255,0,0,,1499,0.387058039,0,9.5,60.8,9.67,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.157226667
110,10.2,23.6945,14.7,11.6598,255,0,0,,1497.75,0.385378067,0,9.5,60.8,9.62,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.15376
111,10.24,23.7351,14.7,11.6734,255,0,0,,1491.5,0.386188401,0,9.5,60.8,9.6,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.136426667
112,10.28,23.8202,14.7,11.7417,255,0,0,,1489.75,0.390669575,0,9.5,60.8,9.7,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.131573333
113,10.32,23.8202,14.7,11.7417,255,0,0,,1486,0.390444145,0,9.5,60.8,9.67,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.121173333
114,10.36,23.8627,14.7,11.76,255,0,0,,1489,0.389657488,0,9,60.8,9.67,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.129493333
115,10.4,23.8202,14.7,11.76,255,0,0,,1491.75,0.388134741,0,9,60.8,9.65,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.13712
116,10.44,23.6945,14.7,11.7646,255,0,0,,1496.25,0.389774436,0,8.5,60.8,9.72,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.1496
117,10.48,23.6945,14.7,11.7784,255,0,0,,1483,0.389211059,0,9.5,60.8,9.62,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.112853333
118,10.52,23.7351,14.7,11.7784,255,0,0,,1474.25,0.391521112,0,10,60.8,9.62,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.088586667
119,10.56,23.7776,14.7,11.7876,255,0,0,,1467.5,0.391277683,0,10,60.8,9.57,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7568
120,10.6,23.8627,14.7,11.7876,255,0,0,,1473.5,0.395792331,0,9.5,60.8,9.72,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77216
121,10.64,23.8627,14.7,11.8573,255,0,0,,1479.25,0.39222579,0,8.5,60.8,9.67,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.102453333
122,10.68,23.6519,14.7,11.8713,255,0,0,,1478,0.39255751,0,8.5,60.8,9.67,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.78368
123,10.72,23.6945,14.7,11.8713,255,0,0,,1480,0.391216216,0,8.5,60.8,9.65,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7888
124,10.76,23.6519,14.7,11.876,255,0,0,,1488.5,0.386966745,0,7.5,60.8,9.6,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.128106667
125,10.8,23.8202,14.7,11.8947,255,0,0,,1477,0.386323629,0,8.5,60.8,9.51,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.328,4.096213333
126,10.84,23.8202,14.7,11.8947,255,0,0,,1479.5,0.385670835,0,8,60.8,9.51,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.78752
127,10.88,23.8202,14.7,11.9514,255,0,0,,1480.5,0.387031408,0,8,60.8,9.55,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.79008
128,10.92,23.8627,14.7,11.9657,255,0,0,,1481.25,0.38764557,0,7.5,60.8,9.57,1.58,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.792
129,10.96,23.8627,14.7,11.9657,255,0,0,,1484.5,0.379117548,0,7.5,60.8,9.38,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.80032
130,11,23.6945,14.7,11.9799,255,0,0,,1475.5,0.378583531,0,8,60.8,9.31,1.6,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77728
131,11.04,23.8627,14.7,11.9799,255,0,0,,1468.5,0.390194076,0,8.5,60.8,9.55,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75936
132,11.08,23.8202,14.7,11.9895,255,0,0,,1465.75,0.397066348,0,8.5,60.8,9.7,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75232
133,11.12,23.8202,14.7,11.9609,255,0,0,,1468.25,0.396390261,0,8,60.8,9.7,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75872
134,11.16,23.8202,14.7,11.9609,255,0,0,,1465,0.396040956,0,8.5,60.8,9.67,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7504
135,11.2,23.8202,14.7,12.0567,255,0,0,,1467,0.400817996,0,8,60.8,9.8,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75552
136,11.24,23.6945,14.7,12.0712,255,0,0,,1476,0.392276423,0,7,60.8,9.65,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77856
137,11.28,23.3135,14.7,12.0712,255,0,0,,1467.75,0.395298927,0,8,60.8,9.67,1.64,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75744
138,11.32,23.356,14.7,12.0809,255,0,0,,1465.5,0.403275333,0,8,60.8,9.85,1.62,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75168
139,11.36,23.5243,14.7,12.0809,255,0,0,,1468.5,0.404494382,0,7.5,60.8,9.9,1.64,0,9.41177,0,14.3647,5.22,-9.1447,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75936
140,11.4,23.6519,14.7,12.0955,255,0,0,,1475.75,0.399661189,0,7,60.8,9.83,1.64,0,9.41177,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77792
141,11.44,23.6945,14.7,12.0615,255,0,0,,1482.25,0.397908585,0,6,60.8,9.83,1.62,0,9.41177,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.79456
142,11.48,23.7776,14.7,12.0615,255,0,0,,1486,0.394885599,0,6,60.8,9.78,1.62,0,9.41177,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.80416
143,11.52,23.6945,14.7,12.1639,255,0,0,,1473.5,0.395792331,0,7,60.8,9.72,1.62,0,9.41177,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77216
144,11.56,23.7351,14.7,12.1639,255,0,0,,1466.5,0.398908967,0,7.5,60.8,9.75,1.62,0,9.41177,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75424
145,11.6,23.8627,14.7,12.0712,255,0,0,,1462,0.398905609,0,7.5,60.8,9.72,1.62,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.74272
146,11.64,23.8627,14.7,12.0809,255,0,0,,1466.25,0.39488491,0,7,60.8,9.65,1.62,0,9.41177,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7536
147,11.68,23.8627,14.7,12.0809,255,0,0,,1466.25,0.395703325,0,7,60.8,9.67,1.6,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7536
148,11.72,23.9033,14.7,12.1296,255,0,0,,1475.25,0.394509405,0,6,60.8,9.7,1.62,0,9.41177,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77664
149,11.76,24.1567,14.7,12.1394,255,0,0,,1470,0.397959184,0,6.5,60.8,9.75,1.64,0,9.41177,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7632
150,11.8,24.1141,14.7,12.1394,255,0,0,,1462.25,0.405402633,0,7,60.8,9.88,1.64,0,9.41177,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.74336
151,11.84,24.2843,14.7,12.159,255,0,0,,1468.25,0.401702707,0,6.5,60.8,9.83,1.62,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75872
152,11.88,24.2418,14.7,12.159,255,0,0,,1468,0.39972752,0,6.5,60.8,9.78,1.62,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75808
153,11.92,24.2843,14.7,12.1492,255,0,0,,1464.25,0.400751238,0,6.5,60.8,9.78,1.62,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.74848
154,11.96,24.1141,14.7,12.1836,255,0,0,,1458.75,0.404318766,0,7,60.8,9.83,1.64,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7344
155,12,24.2843,14.7,12.1836,255,0,0,,1466.5,0.403000341,0,6.5,60.8,9.85,1.64,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75424
156,12.04,24.1567,14.7,12.2132,255,0,0,,1468.5,0.402451481,0,6,60.8,9.85,1.64,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75936
157,12.08,24.1567,14.7,12.2033,255,0,0,,1473,0.402443992,0,5.5,60.8,9.88,1.64,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77088
158,12.12,24.2418,14.7,12.2033,255,0,0,,1475.75,0.4025072,0,5.5,60.8,9.9,1.64,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77792
159,12.16,24.2843,14.7,12.2281,255,0,0,,1476,0.400406504,0,5.5,60.8,9.85,1.64,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77856
160,12.2,24.2418,14.7,12.2281,255,0,0,,1478,0.401894452,0,5,60.8,9.9,1.64,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.78368
161,12.24,24.2418,14.7,12.2281,255,0,0,,1491,0.402816901,0,4,60.8,10.01,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.328,4.13504
162,12.28,24.1567,14.7,12.258,255,0,0,,1491,0.400402414,0,4,60.8,9.95,1.64,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.81696
163,12.32,24.1141,14.7,12.258,255,0,0,,1484,0.400269542,0,4.5,60.8,9.9,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.79904
164,12.36,24.2843,14.7,12.273,255,0,0,,1481,0.400270088,0,5,60.8,9.88,1.64,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.79136
165,12.4,24.2418,14.7,12.273,255,0,0,,1484,0.398247978,0,4.5,60.8,9.85,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.79904
166,12.44,23.9459,14.7,12.273,255,0,0,,1486.75,0.400739869,0,4.5,60.8,9.93,1.64,0,9.80392,0,14.3647,5.365,-8.9997,-8.67737,1,7,0,0,4,0,0,0,3.072,3.80608
167,12.48,23.9459,14.7,12.298,255,0,0,,1483.75,0.396293176,0,4.5,60.8,9.8,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7984
168,12.52,24.031,14.7,12.3232,255,0,0,,1471.5,0.403669725,0,5.5,60.8,9.9,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.76704
169,12.56,23.9459,14.7,12.3232,255,0,0,,1476.25,0.402370872,0,5,60.8,9.9,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7792
170,12.6,23.7776,14.7,12.3637,255,0,0,,1485.25,0.399932671,0,4,60.8,9.9,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.80224
171,12.64,24.1567,14.7,12.3637,255,0,0,,1485,0.403636364,0,4,60.8,9.99,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.8016
172,12.68,24.1992,14.7,12.3789,255,0,0,,1481.5,0.411069862,0,4.5,60.8,10.15,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.79264
173,12.72,24.2843,14.7,12.3891,255,0,0,,1483.5,0.397573306,0,4.5,60.8,9.83,1.62,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.79776
174,12.76,24.2418,14.7,12.3891,255,0,0,,1485.25,0.395892947,0,4,60.8,9.8,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.80224
175,12.8,24.1141,14.7,12.4147,255,0,0,,1484.5,0.403772314,0,4,60.8,9.99,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.80032
176,12.84,24.1567,14.7,12.4661,255,0,0,,1481.25,0.402227848,0,4.5,60.8,9.93,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.792
177,12.88,24.2418,14.7,12.4661,255,0,0,,1479.75,0.409123163,0,4.5,60.8,10.09,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.78816
178,12.92,24.2843,14.7,12.4661,255,0,0,,1467.75,0.40592744,0,5.5,60.8,9.93,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75744
179,12.96,24.1992,14.7,12.4661,255,0,0,,1472.25,0.410799796,0,5,60.8,10.08,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.76896
180,13,24.1992,14.7,12.4558,255,0,0,,1485,0.404444444,0,3.5,60.8,10.01,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.8016
181,13.04,24.1992,14.7,12.4558,255,0,0,,1495.75,0.409961558,0,3,60.8,10.22,1.66,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.82912
182,13.08,24.1141,14.7,12.4558,255,0,0,,1497.75,0.412218327,0,2.5,60.8,10.29,1.66,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.83424
183,13.12,24.1141,14.7,12.4713,255,0,0,,1489.75,0.403154892,0,3.5,60.8,10.01,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.81376
184,13.16,23.7776,14.7,12.4713,255,0,0,,1491,0.408853119,0,3.5,60.8,10.16,1.66,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.81696
185,13.2,23.8202,14.7,12.5336,255,0,0,,1492.75,0.399129124,0,3,60.8,9.93,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.82144
186,13.24,23.5668,14.7,12.544,255,0,0,,1486.75,0.407196906,0,3.5,60.8,10.09,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.80608
187,13.28,23.8202,14.7,12.544,255,0,0,,1485.75,0.415547703,0,3.5,60.8,10.29,1.66,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.80352
188,13.32,23.6945,14.7,12.544,255,0,0,,1474.75,0.418647228,0,4.5,60.8,10.29,1.66,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77536
189,13.36,23.7351,14.7,12.5702,255,0,0,,1474.5,0.410579858,0,4.5,60.8,10.09,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77472
190,13.4,23.8202,14.7,12.5702,255,0,0,,1467.5,0.411311755,0,5,60.8,10.06,1.66,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7568
191,13.44,23.7776,14.7,12.5912,255,0,0,,1470.75,0.416930138,0,4.5,60.8,10.22,1.66,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.76512
192,13.48,23.8202,14.7,12.607,255,0,0,,1478,0.409607578,0,4,60.8,10.09,1.64,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.78368
193,13.52,23.8627,14.7,12.607,255,0,0,,1478,0.406359946,0,4,60.8,10.01,1.66,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.78368
194,13.56,23.9033,14.7,12.6282,255,0,0,,1475.5,0.418434429,0,4,60.8,10.29,1.66,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77728
195,13.6,23.7351,14.7,12.6282,255,0,0,,1474.25,0.421638121,0,4,60.8,10.36,1.66,0,9.80392,0,14.3647,5.51,-8.8547,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77408
196,13.64,23.7351,14.7,12.6335,255,0,0,,1476.5,0.415306468,0,4,60.8,10.22,1.66,0,9.80392,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77984
197,13.68,23.8627,14.7,12.6654,255,0,0,,1467.75,0.412468063,0,4.5,60.8,10.09,1.66,0,9.80392,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.75744
198,13.72,23.8202,14.7,12.6654,255,0,0,,1466.25,0.418209719,0,4.5,60.8,10.22,1.64,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7536
199,13.76,23.8627,14.7,12.6707,255,0,0,,1465,0.40996587,0,4.5,60.8,10.01,1.64,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.7504
200,13.8,23.8627,14.7,12.6707,255,0,0,,1464.75,0.410855095,0,4.5,60.8,10.03,1.64,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.74976
201,13.84,23.5668,14.7,12.6601,255,0,0,,1475.5,0.412741444,0,3.5,60.8,10.15,1.66,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.77728
202,13.88,23.1452,14.7,12.6494,255,0,0,,1475,0.424271186,0,3.5,60.8,10.43,1.66,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.776
203,13.92,23.6094,14.7,12.6494,255,0,0,,1479.5,0.414464346,0,3.5,60.8,10.22,1.66,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.78752
204,13.96,23.5243,14.7,12.6654,255,0,0,,1482.25,0.419362456,0,3,60.8,10.36,1.66,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.79456
205,14,23.6094,14.7,12.7028,255,0,0,,1489.75,0.417251217,0,2.5,60.8,10.36,1.66,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.81376
206,14.04,23.5668,14.7,12.7028,255,0,0,,1490.5,0.422676954,0,2.5,60.8,10.5,1.66,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.81568
207,14.08,23.6945,14.7,12.7296,255,0,0,,1486.5,0.415338042,0,2.5,60.8,10.29,1.66,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.80544
208,14.12,23.5243,14.7,12.7458,255,0,0,,1485,0.42989899,0,3,60.8,10.64,1.66,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.072,3.8016
209,14.16,23.6094,14.7,12.7458,255,0,0,,1483.75,0.430261163,0,3,60.8,10.64,1.66,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.328,4.114933333
210,14.2,23.7351,14.7,12.7728,255,0,0,,1476.25,0.426756986,0,3.5,60.8,10.5,1.66,0,10.1961,0,14.3647,5.655,-8.7097,-8.67737,1,7,0,0,4,0,0,0,3.328,4.094133333
