sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG
37710,37067.76,12.6977,12.2883,13.0158,31,0,0,2364,59.6516,14.5,91.4,47.02,2.56,23.5294,28.2353,230.898,14.2196,14.355,3.74187,1,10,0,0,21,74.902,0,0,7.424,0
37711,37067.8,12.7809,12.2883,13.0384,31,0,0,2368.25,59.6516,15,91.4,47.02,2.54,23.5294,28.2353,233.92,14.2196,14.355,3.74837,1,10,0,0,21,74.902,0,0,7.424,0
37712,37067.84,12.7384,12.4031,13.0215,31,0,0,2349.5,59.6516,14.5,91.4,47.83,2.56,23.5294,28.6275,233.949,14.2196,14.5,3.97262,1,10,0,0,22,74.902,0,0,7.424,0
37713,37067.88,12.866,12.4031,13.0215,31,0,0,2373,59.6516,14.5,91.4,47.38,2.54,23.5294,28.6275,230.881,14.2196,14.5,3.97262,1,10,0,0,21,74.902,0,0,7.424,0
37714,37067.92,12.9492,12.4031,13.0215,31,0,0,2350.5,59.6516,14.5,91.4,47.15,2.54,23.5294,28.6275,233.81,14.2196,14.5,3.9634,1,10,0,0,21,74.902,0,0,7.424,0
37715,37067.96,12.9917,12.4031,13.0158,31,0,0,2368.25,59.6516,14.5,91.4,46.9,2.54,23.5294,28.6275,230.883,14.2196,14.5,3.74735,1,10,0,0,21,74.902,0,0,7.424,0
37716,37068,12.7384,12.4031,13.0158,31,0,0,2351.75,59.6516,14.5,91.4,47.02,2.54,23.5294,28.2353,230.844,14.2196,14.5,3.74735,1,10,0,0,22,74.902,0,0,7.424,0
37717,37068.04,13.0343,12.4031,13.0553,31,0,0,2368.5,59.6516,14.5,91.4,46.64,2.52,23.5294,28.2353,233.746,14.2196,14.5,3.7407,1,10,0,0,22,74.902,0,0,7.424,0
37718,37068.08,12.9085,12.4031,13.0553,31,0,0,2378.75,59.6516,14.5,91.4,46.26,2.52,23.5294,28.2353,230.778,14.2196,14.5,3.7407,1,10,0,0,22,74.902,0,0,7.168,0
37719,37068.12,12.7809,12.4031,13.0158,31,0,0,2345,59.6516,14.5,91.4,47.28,2.54,23.5294,28.2353,230.889,14.2196,14.5,3.74347,1,10,0,0,21,74.902,0,0,7.168,0
37720,37068.16,12.9085,12.518,13.0553,31,0,0,2367.75,59.6516,14.5,91.4,47.02,2.54,23.5294,28.2353,230.829,14.2196,14.5,3.74357,1,10,0,0,21,74.902,0,0,7.424,0
37721,37068.2,12.9085,12.518,13.0553,31,0,0,2363.5,59.6516,14.5,91.4,46.39,2.54,23.5294,28.2353,230.877,14.2196,14.5,3.74357,1,10,0,0,22,74.902,0,0,7.424,0
37722,37068.24,12.7809,12.518,13.0553,31,0,0,2364.25,59.6516,14.5,91.4,46.52,2.52,23.5294,28.2353,230.851,14.2196,14.5,3.7507,1,10,0,0,22,74.902,0,0,7.424,0
37723,37068.28,12.866,12.518,13.078,31,0,0,2354.75,59.6516,14.5,91.4,46.52,2.54,23.5294,28.2353,230.896,14.2196,14.5,3.74855,1,10,0,0,21,74.902,0,0,7.168,0
37724,37068.32,12.8234,12.518,13.078,31,0,0,2358.25,59.6516,14.5,91.4,46.9,2.54,23.5294,28.2353,230.88,14.2196,14.5,3.74855,1,10,0,0,21,74.902,0,0,7.168,0
37725,37068.36,12.7809,12.518,13.0384,31,0,0,2374.5,59.6516,14.5,91.4,46.77,2.54,23.5294,28.2353,230.858,14.2196,14.5,3.74441,1,10,0,0,21,74.902,0,0,7.168,0
37726,37068.4,12.9085,12.518,13.0384,31,0,0,2349.25,59.6516,14.5,91.4,46.01,2.52,23.5294,28.2353,233.844,14.2196,14.5,3.74441,1,10,0,0,22,74.902,0,0,7.168,0
37727,37068.44,12.9085,12.518,13.0894,31,0,0,2371.25,59.6516,14.5,91.4,46.64,2.54,23.5294,28.6275,230.811,14.2196,14.5,3.96214,1,10,0,0,22,74.902,0,0,7.168,0
37728,37068.48,12.9085,12.518,13.0497,31,0,0,2353.5,59.6516,14.5,91.4,46.9,2.54,23.5294,28.6275,230.861,14.2196,14.5,3.7468,1,10,0,0,21,74.902,0,0,7.168,0
37729,37068.52,12.9917,12.6328,13.0497,31,0,0,2365.75,59.6516,15,91.4,46.9,2.54,23.5294,28.2353,230.804,14.2196,14.5,3.7468,1,10,0,0,21,74.902,0,0,7.424,0
37730,37068.56,12.9085,12.6328,13.0723,31,0,0,2349.75,59.6516,14.5,91.4,46.64,2.54,23.5294,28.2353,230.814,14.2196,14.5,3.74065,1,10,0,0,22,74.902,0,0,7.168,0
37731,37068.6,13.1174,12.6328,13.044,31,0,0,2376,59.6516,14.5,91.4,46.52,2.54,23.5294,28.2353,233.669,14.2196,14.5,3.95255,1,10,0,0,22,74.902,0,0,7.424,0
37732,37068.64,12.6552,12.6328,13.044,31,0,0,2357.5,59.6516,14.5,91.4,46.64,2.54,23.5294,28.2353,233.843,14.2196,14.5,3.95255,1,10,0,0,21,74.902,0,0,7.168,0
37733,37068.68,12.6977,12.6328,13.0951,31,0,0,2343.25,59.6516,14.5,91.4,46.64,2.52,23.5294,28.2353,233.817,14.2196,14.5,3.96653,1,10,0,0,21,74.902,0,0,7.168,0
37734,37068.72,12.5701,12.518,13.0951,31,0,0,2375,59.6516,14.5,91.4,47.02,2.54,23.5294,28.6275,233.7,14.2196,14.645,3.96653,1,10,0,0,21,74.902,0,0,7.168,0
37735,37068.76,12.5701,12.6328,13.0497,31,0,0,2354.5,59.6516,15,91.4,47.28,2.54,23.5294,28.6275,233.932,14.2196,14.645,3.95844,1,10,0,0,21,74.902,0,0,7.168,0
37736,37068.8,12.6126,12.6328,13.1008,31,0,0,2365.25,59.6516,15,91.4,47.15,2.56,23.5294,28.6275,233.814,14.2196,14.645,3.96573,1,10,0,0,21,74.902,0,0,7.424,0
37737,37068.84,12.5275,12.6328,13.1008,31,0,0,2351.75,59.6516,14.5,91.4,47.72,2.54,23.5294,28.6275,233.772,14.2196,14.645,3.96573,1,10,0,0,21,74.902,0,0,7.424,0
37738,37068.88,12.6977,12.6328,13.044,31,0,0,2365.25,59.6516,14.5,91.4,46.9,2.54,23.5294,28.6275,233.826,14.2196,14.645,3.96116,1,10,0,0,21,74.902,0,0,7.424,0
37739,37068.92,12.7384,12.6328,13.0667,31,0,0,2358.5,59.6516,14.5,91.4,47.26,2.56,23.5294,28.6275,230.793,14.2196,14.645,3.74143,1,10,0,0,22,74.902,0,0,7.424,0
37740,37068.96,12.6126,12.6328,13.0667,31,0,0,2349,59.6516,14.5,91.4,47.15,2.54,23.5294,28.2353,230.796,14.2196,14.645,3.74143,1,10,0,0,21,74.902,0,0,7.424,0
37741,37069,12.6126,12.6328,13.078,31,0,0,2362.25,59.6516,15,91.4,46.9,2.54,23.5294,28.2353,230.682,14.2196,14.645,3.73775,1,10,0,0,21,74.902,0,0,7.424,0
37742,37069.04,12.6977,12.518,13.078,31,0,0,2350.25,59.6516,14.5,91.4,46.77,2.54,23.5294,27.8431,230.521,14.2196,14.5,3.73775,1,10,0,0,21,74.902,0,0,7.424,0
37743,37069.08,12.6977,12.518,13.1008,31,0,0,2352.5,59.6516,14.5,91.4,46.9,2.54,23.1373,28.2353,227.551,14.2196,14.5,3.72147,1,10,0,0,21,74.902,0,0,7.424,0
37744,37069.12,12.4869,12.518,13.0837,31,0,0,2359.25,59.6516,14,91.4,47.36,2.56,23.1373,27.8431,227.445,14.2196,14.645,3.49609,1,10,0,0,22,74.902,0,0,7.424,0
37745,37069.16,12.5701,12.518,13.0837,31,0,0,2354,59.6516,15,91.4,47.15,2.54,23.1373,27.8431,227.48,14.2196,14.5,3.49609,1,10,0,0,22,74.902,0,0,7.424,0
37746,37069.2,12.6977,12.518,13.1122,31,0,0,2345.75,59.6516,14.5,91.4,47.02,2.54,23.1373,27.8431,227.374,14.2196,14.5,3.4955,1,10,0,0,21,74.902,0,0,7.168,0
37747,37069.24,12.7384,12.518,13.1294,31,0,0,2351,59.6516,14.5,91.4,46.64,2.54,23.5294,27.8431,230.296,14.2196,14.5,3.70504,1,10,0,0,21,74.902,0,0,7.168,0
37748,37069.28,12.4869,12.518,13.1294,31,0,0,2359.75,59.6516,14.5,91.4,46.52,2.52,23.5294,27.8431,230.403,14.2196,14.5,3.70504,1,10,0,0,21,74.902,0,0,7.168,0
37749,37069.32,12.5701,12.518,13.158,31,0,0,2338.75,59.6516,15,91.4,46.9,2.54,23.5294,28.2353,230.338,14.2196,14.5,3.71526,1,10,0,0,22,74.902,0,0,7.168,0
37750,37069.36,12.5275,12.518,13.158,31,0,0,2370.5,59.6516,14.5,91.4,47.38,2.54,23.5294,28.2353,230.354,14.2196,14.645,3.71526,1,10,0,0,21,74.902,0,0,7.424,0
37751,37069.4,12.4018,12.518,13.0667,31,0,0,2336.75,59.6516,14.5,91.4,47.61,2.54,23.5294,28.2353,230.294,14.2196,14.645,3.70939,1,10,0,0,21,74.902,0,0,7.168,0
37752,37069.44,12.6977,12.518,13.0951,31,0,0,2367.75,59.6516,14.5,91.4,47.15,2.54,23.1373,28.2353,227.308,14.2196,14.645,3.48396,1,10,0,0,21,74.902,0,0,7.424,0
37753,37069.48,13.0768,12.518,13.0951,31,0,0,2339.25,59.6516,14.5,91.4,46.64,2.54,23.1373,27.8431,227.353,14.2196,14.645,3.48396,1,10,0,0,22,74.902,0,0,7.168,0
37754,37069.52,13.1174,12.6328,13.1236,31,0,0,2357,59.6516,14,91.4,46.52,2.54,23.1373,27.8431,227.204,14.2196,14.645,3.48566,1,10,0,0,22,74.902,0,0,7.424,0
37755,37069.56,13.1174,12.518,13.1408,31,0,0,2361.5,59.6516,15,91.4,46.26,2.52,22.7451,27.8431,224.321,14.2196,14.5,3.26621,1,10,0,0,22,74.902,0,0,7.168,0
37756,37069.6,12.9085,12.518,13.1408,31,0,0,2332.25,59.6516,14.5,91.4,46.14,2.52,22.7451,27.451,224.281,14.2196,14.5,3.26621,1,10,0,0,21,74.902,0,0,7.168,0
37757,37069.64,12.9085,12.518,13.1236,31,0,0,2361.5,59.6516,14.5,91.4,45.88,2.52,23.1373,27.8431,227.108,14.2196,14.5,3.47082,1,10,0,0,21,74.902,0,0,7.168,0
37758,37069.68,12.4018,12.518,13.1236,31,0,0,2345.75,59.6516,14.5,91.4,46.64,2.54,23.1373,27.8431,227.178,14.2196,14.5,3.47082,1,10,0,0,22,74.902,0,0,7.168,0
37759,37069.72,13.2025,12.4031,13.1523,31,0,0,2356.25,59.6516,14.5,91.4,46.64,2.52,23.1373,27.8431,227.08,14.2196,14.5,3.4762,1,10,0,0,22,74.902,0,0,7.168,0
37760,37069.76,12.5701,12.518,13.158,31,0,0,2340.75,59.6516,14.5,91.4,46.77,2.54,22.7451,27.8431,224.081,14.2196,14.5,3.25107,1,10,0,0,21,74.902,0,0,7.168,0
37761,37069.8,12.6126,12.518,13.158,31,0,0,2346.5,59.6516,14.5,91.4,46.64,2.52,22.7451,27.8431,224.066,14.2196,14.5,3.25107,1,10,0,0,21,74.902,0,0,7.168,0
37762,37069.84,12.6126,12.518,13.1351,31,0,0,2329.75,59.0303,15,91.4,46.14,2.52,22.7451,27.451,221.119,14.2196,14.5,3.2484,1,10,0,0,21,74.902,0,0,7.168,0
37763,37069.88,12.6126,12.6328,13.1638,31,0,0,2341.25,59.0303,14,91.4,45.25,2.5,22.3529,27.0588,218.013,14.2196,14.5,2.80289,1,10,0,0,22,74.902,0,0,7.168,0
37764,37069.92,12.5275,12.518,13.1638,31,0,0,2350.75,59.0303,15,91.4,45.38,2.52,22.7451,27.0588,220.831,14.2196,14.355,2.80289,1,10,0,0,22,74.902,0,0,7.168,0
37765,37069.96,12.4869,12.4031,13.1466,31,0,0,2337.5,59.0303,14.5,91.4,46.64,2.52,22.7451,27.0588,220.802,14.2196,14.355,3.008,1,10,0,0,21,74.902,0,0,7.168,0
37766,37070,12.4869,12.4031,13.1466,31,0,0,2353.5,59.6516,14.5,91.4,46.26,2.52,22.7451,27.451,220.827,14.2196,14.355,3.008,1,10,0,0,21,74.902,0,0,7.168,0
37767,37070.04,12.5275,12.518,13.1638,31,0,0,2332.5,59.6516,14.5,91.4,45.76,2.52,22.7451,27.451,220.847,14.2196,14.355,3.00971,1,10,0,0,22,74.902,0,0,7.168,0
37768,37070.08,12.4444,12.518,13.1236,31,0,0,2340.75,59.0303,14,91.4,46.14,2.54,23.1373,27.8431,226.657,14.2196,14.355,3.43496,1,10,0,0,22,74.902,0,0,7.168,0
37769,37070.12,12.6126,12.518,13.1236,31,0,0,2350.25,59.0303,14.5,91.4,46.9,2.54,23.1373,27.8431,226.624,14.2196,14.5,3.43496,1,10,0,0,21,74.902,0,0,7.168,0
37770,37070.16,12.5275,12.518,13.1351,31,0,0,2336,59.0303,14.5,91.4,47.15,2.52,23.1373,27.8431,226.639,14.2196,14.5,3.43513,1,10,0,0,21,74.902,0,0,7.168,0
37771,37070.2,13.0768,12.518,13.1351,31,0,0,2339,59.0303,15,91.4,46.64,2.54,22.7451,27.8431,223.655,14.2196,14.5,3.21766,1,10,0,0,21,74.902,0,0,7.168,0
37772,37070.24,12.9492,12.6328,13.1351,31,0,0,2345.5,59.0303,14,91.4,45.88,2.52,22.7451,27.451,223.621,14.2196,14.5,3.21766,1,10,0,0,21,74.902,0,0,7.168,0
37773,37070.28,12.866,12.518,13.1523,31,0,0,2336.5,59.0303,15,91.4,46.14,2.52,22.7451,27.451,223.541,14.2196,14.5,3.2166,1,10,0,0,22,74.902,0,0,7.168,0
37774,37070.32,12.866,12.518,13.1523,31,0,0,2335.5,59.0303,14.5,91.4,46.64,2.52,22.7451,27.451,223.38,14.2196,14.5,3.2166,1,10,0,0,21,74.902,0,0,7.168,0
37775,37070.36,12.7809,12.518,13.1638,31,0,0,2335.25,59.0303,14.5,91.4,46.52,2.54,22.7451,27.451,223.373,14.2196,14.5,3.19746,1,10,0,0,21,74.902,0,0,7.168,0
37776,37070.4,12.9492,12.518,13.1466,31,0,0,2337.5,59.0303,14,91.4,46.39,2.52,22.7451,27.451,223.3,14.2196,14.5,3.19231,1,10,0,0,22,74.902,0,0,7.168,0
37777,37070.44,12.7809,12.4031,13.1466,31,0,0,2333.25,59.0303,14.5,91.4,46.64,2.54,23.5294,27.8431,229.109,14.2196,14.5,3.19231,1,10,0,0,22,74.902,0,0,7.168,0
37778,37070.48,13.0343,12.4031,13.1696,31,0,0,2343.25,59.0303,14.5,91.4,47.28,2.54,22.7451,27.8431,223.323,14.2196,14.5,3.40679,1,10,0,0,22,74.902,0,0,7.168,0
37779,37070.52,12.9085,12.518,13.1523,31,0,0,2332,59.0303,14.5,91.4,46.77,2.52,22.7451,27.8431,223.295,14.2196,14.5,3.19136,1,10,0,0,21,74.902,0,0,7.168,0
37780,37070.56,12.8234,12.518,13.1523,31,0,0,2330.5,59.0303,15,91.4,46.14,2.52,23.1373,27.8431,226.153,14.2196,14.5,3.19136,1,10,0,0,21,74.902,0,0,7.168,0
37781,37070.6,13.1174,12.518,13.1984,31,0,0,2333,59.0303,14,91.4,45.5,2.5,22.7451,27.451,223.103,14.2196,14.5,3.18096,1,10,0,0,22,74.902,0,0,7.168,0
37782,37070.64,12.866,12.518,13.1984,31,0,0,2336.75,59.0303,14.5,91.4,45.63,2.52,22.7451,27.451,223.027,14.2196,14.5,3.18096,1,10,0,0,22,74.902,0,0,7.168,0
37783,37070.68,12.6977,12.518,13.1696,31,0,0,2325.25,59.0303,14.5,91.4,47.15,2.54,22.7451,27.451,222.954,14.2196,14.5,3.17172,1,10,0,0,21,74.902,0,0,7.168,0
37784,37070.72,13.2025,12.518,13.1869,31,0,0,2331.75,59.0303,14.5,91.4,45.88,2.52,23.1373,27.8431,225.789,14.2196,14.5,3.37644,1,10,0,0,21,74.902,0,0,7.168,0
37785,37070.76,12.9085,12.518,13.1869,31,0,0,2327,59.0303,14,91.4,46.77,2.54,23.5294,28.2353,231.505,14.2196,14.5,3.37644,1,10,0,0,22,74.902,0,0,7.168,0
37786,37070.8,12.866,12.518,13.1753,31,0,0,2322.5,59.0303,14.5,91.4,46.9,2.52,24.3137,28.6275,237.153,14.2196,14.645,4.00464,1,10,0,0,22,74.902,0,0,7.168,0
37787,37070.84,13.0343,12.518,13.1179,31,0,0,2354.5,59.0303,14.5,91.4,47.02,2.54,25.098,29.0196,245.69,14.2196,14.79,4.61661,1,10,0,0,22,74.902,0,0,7.424,0
37788,37070.88,13.2451,12.6328,13.1179,31,0,0,2319.5,59.0303,14.5,91.4,48.37,2.58,27.8431,30.5882,257.485,14.2196,14.935,4.61661,1,10,0,0,21,74.902,0,0,7.424,0
37789,37070.92,13.0343,12.7477,12.932,31,0,0,2327.75,59.0303,14.5,91.4,49.65,2.62,29.8039,32.9412,265.53,14.2196,15.225,5.24176,1,10,0,0,21,74.902,0,0,7.424,0
37790,37070.96,13.539,12.8625,12.932,31,0,0,2340.25,59.0303,14,91.4,50.19,2.62,30.9804,34.5098,269.616,14.2196,15.515,5.24176,1,10,0,0,22,74.902,0,0,7.68,0
37791,37071,13.3282,12.9773,12.8656,31,0,0,2320.5,59.0303,14.5,91.4,50.43,2.62,30.9804,35.2941,269.523,14.2196,15.805,5.46559,1,10,0,0,22,74.902,0,0,7.68,0
37792,37071.04,13.4133,12.9773,12.8601,31,0,0,2341,59.0303,14,91.4,50.22,2.62,30.9804,35.2941,269.378,14.2196,15.95,5.46077,1,10,0,0,21,74.902,0,0,7.936,0
37793,37071.08,13.3708,13.0922,12.8601,31,0,0,2326.5,59.0303,14.5,91.4,50.6,2.62,30.5882,35.2941,268.629,14.2196,15.95,5.46077,1,10,0,0,21,74.902,0,0,7.936,0
37794,37071.12,13.16,13.0922,12.9042,31,0,0,2318.75,59.0303,14,91.4,50.22,2.6,30.1961,35.2941,267.27,14.2196,15.95,5.33932,1,10,0,0,22,74.902,0,0,7.936,0
37795,37071.16,12.9917,13.0922,12.8601,31,0,0,2326,59.0303,14,91.4,49.54,2.6,30.1961,34.5098,267.276,14.2196,15.95,5.38913,1,10,0,0,22,74.902,0,0,7.936,0
37796,37071.2,13.0768,12.9773,12.8601,31,0,0,2328.75,59.0303,15,91.4,49.33,2.58,30.1961,34.5098,267.124,14.2196,15.95,5.38913,1,10,0,0,23,74.902,0,0,7.936,0
37797,37071.24,13.0343,12.9773,12.9098,31,0,0,2333.75,59.0303,14,91.4,49.97,2.6,30.1961,34.902,266.913,14.2196,15.95,5.32835,1,10,0,0,22,74.902,0,0,7.936,0
37798,37071.28,13.0343,12.9773,12.9098,31,0,0,2322.5,59.0303,14.5,91.4,49.44,2.62,30.1961,34.902,267.143,14.2196,15.95,5.32835,1,10,0,0,23,74.902,0,0,7.936,0
37799,37071.32,12.9917,12.9773,12.9153,31,0,0,2317,59.0303,14,91.4,49.97,2.6,30.1961,34.902,266.906,14.2196,15.95,5.33607,1,10,0,0,23,74.902,0,0,7.936,0
37800,37071.36,13.0768,12.9773,12.8987,31,0,0,2346,59.0303,14.5,91.4,49.65,2.62,30.1961,34.5098,266.994,14.2196,15.95,5.35563,1,10,0,0,23,74.902,0,0,7.936,0
37801,37071.4,12.866,12.8625,12.8987,31,0,0,2311,59.0303,14.5,91.4,50.71,2.62,30.1961,34.5098,265.921,14.2196,16.095,5.35563,1,10,0,0,23,74.902,0,0,7.936,0
37802,37071.44,12.9085,12.9773,12.8987,31,0,0,2333.5,59.0303,14.5,91.4,50.43,2.62,30.1961,34.1176,265.871,14.2196,16.095,5.31822,1,10,0,0,22,74.902,0,0,7.936,0
37803,37071.48,13.0343,12.9773,12.9209,31,0,0,2327.75,59.0303,14,91.4,50.19,2.6,30.1961,34.1176,265.873,14.2196,16.095,5.30483,1,10,0,0,23,74.902,0,0,7.936,0
37804,37071.52,13.0343,12.8625,12.9209,31,0,0,2337.75,59.0303,14.5,91.4,49.97,2.6,29.8039,33.7255,264.88,14.2196,16.095,5.30483,1,10,0,0,23,74.902,0,0,7.936,0
37805,37071.56,12.8234,12.8625,12.9431,31,0,0,2333,59.0303,14.5,91.4,49.54,2.6,29.4118,33.7255,263.668,14.2196,16.095,5.25427,1,10,0,0,23,74.902,0,0,7.936,0
37806,37071.6,12.9917,12.8625,12.9431,31,0,0,2325,58.4089,14.5,91.4,49.87,2.6,29.4118,33.3333,263.678,14.2196,15.95,5.25427,1,10,0,0,23,74.902,0,0,7.936,0
37807,37071.64,12.9917,12.8625,12.9598,31,0,0,2317.25,58.4089,14.5,91.4,49.76,2.6,29.4118,33.3333,263.733,14.2196,15.95,5.22522,1,10,0,0,23,74.902,0,0,7.936,0
37808,37071.68,12.9917,12.8625,12.9654,31,0,0,2321.75,58.4089,14,91.4,49.44,2.58,29.4118,33.3333,263.409,14.2196,16.095,5.21354,1,10,0,0,23,74.902,0,0,7.936,0
37809,37071.72,12.9492,12.8625,12.9654,31,0,0,2332.25,58.4089,14.5,91.4,49.65,2.6,29.8039,33.3333,264.525,14.2196,16.095,5.21354,1,10,0,0,23,74.902,0,0,7.936,0
37810,37071.76,12.9917,12.8625,12.9934,31,0,0,2316.5,58.4089,14,91.4,50.22,2.6,29.4118,33.7255,263.341,14.2196,16.095,5.1852,1,10,0,0,23,74.902,0,0,7.936,0
37811,37071.8,12.866,12.8625,12.9654,31,0,0,2330.25,58.4089,14.5,91.4,49.97,2.62,29.8039,33.7255,264.537,14.2196,16.095,5.26525,1,10,0,0,23,74.902,0,0,7.936,0
37812,37071.84,12.866,12.8625,12.9654,31,0,0,2307,58.4089,14.5,91.4,50.5,2.64,29.8039,33.7255,264.406,14.2196,16.095,5.26525,1,10,0,0,23,74.902,0,0,7.936,0
37813,37071.88,13.2876,12.9773,12.9654,31,0,0,2345.25,58.4089,14,91.4,50.6,2.62,29.8039,33.7255,264.394,14.2196,16.095,5.23841,1,10,0,0,23,74.902,0,0,7.936,0
37814,37071.92,13.0768,12.8625,12.9654,31,0,0,2297.5,59.0303,14.5,91.4,50.71,2.62,29.8039,34.1176,264.49,14.2196,16.095,5.23841,1,10,0,0,23,74.902,0,0,7.936,0
37815,37071.96,12.9917,12.8625,12.971,31,0,0,2332,59.0303,14,91.4,50.5,2.62,30.1961,34.5098,265.248,14.2196,16.24,5.25799,1,10,0,0,23,74.902,0,0,7.936,0
37816,37072,13.3708,12.8625,12.971,31,0,0,2313.5,59.0303,14.5,91.4,51.06,2.62,29.8039,34.1176,264.526,14.2196,16.24,5.23562,1,10,0,0,23,74.902,0,0,7.936,0
37817,37072.04,13.3282,12.9773,12.971,31,0,0,2325.5,59.0303,14,91.4,49.97,2.62,30.1961,34.1176,265.253,14.2196,16.24,5.23562,1,10,0,0,24,74.902,0,0,7.936,0
37818,37072.08,13.4559,12.9773,12.9375,31,0,0,2334.25,59.0303,14.5,91.4,50.67,2.62,30.1961,34.1176,265.525,14.2196,16.24,5.32443,1,10,0,0,24,74.902,0,0,7.936,0
37819,37072.12,13.4984,12.8625,12.9877,31,0,0,2309.5,59.0303,14.5,91.4,50.43,2.62,29.8039,33.7255,264.443,14.2196,16.24,5.21762,1,10,0,0,23,74.902,0,0,7.936,0
37820,37072.16,13.3708,12.8625,12.9877,31,0,0,2333,59.0303,14,91.4,50.43,2.62,29.8039,33.7255,264.413,14.2196,16.24,5.21762,1,10,0,0,23,74.902,0,0,7.936,0
37821,37072.2,13.16,12.8625,12.9766,31,0,0,2303.5,59.0303,14.5,91.4,50.71,2.62,29.8039,33.7255,264.279,14.2196,16.24,5.24401,1,10,0,0,24,74.902,0,0,7.936,0
37822,37072.24,13.3282,12.8625,12.9766,31,0,0,2348,58.4089,14.5,91.4,50.08,2.62,29.8039,33.7255,264.235,14.2196,16.24,5.24401,1,10,0,0,24,74.902,0,0,7.936,0
37823,37072.28,13.2025,12.8625,12.9486,31,0,0,2302.5,58.4089,14.5,91.4,50.5,2.6,29.8039,33.7255,264.402,14.2196,16.24,5.26327,1,10,0,0,23,74.902,0,0,7.936,0
37824,37072.32,12.9085,12.8625,12.999,31,0,0,2334.25,58.4089,14.5,91.4,50.19,2.62,29.8039,34.1176,264.305,14.2196,16.24,5.21776,1,10,0,0,23,74.902,0,0,7.936,0
37825,37072.36,12.9917,12.8625,12.999,31,0,0,2324.25,58.4089,14.5,91.4,50.32,2.62,29.8039,34.1176,264.262,14.2196,16.24,5.21776,1,10,0,0,23,74.902,0,0,7.936,0
37826,37072.4,13.1174,12.8625,12.9877,31,0,0,2322.25,58.4089,14,91.4,50.32,2.62,29.8039,33.7255,264.202,14.2196,16.24,5.24331,1,10,0,0,24,74.902,0,0,7.936,0
37827,37072.44,12.9492,12.8625,13.0158,31,0,0,2321,58.4089,14.5,91.4,50.32,2.6,30.1961,34.1176,265.244,14.2196,16.24,5.24143,1,10,0,0,24,74.902,0,0,7.936,0
37828,37072.48,13.0343,12.8625,13.0158,31,0,0,2325.75,58.4089,14,91.4,50.78,2.62,30.1961,34.1176,265.117,14.2196,16.385,5.24143,1,10,0,0,23,74.902,0,0,7.936,0
37829,37072.52,13.0768,12.9773,12.9542,31,0,0,2318.25,58.4089,14.5,91.4,50.78,2.64,29.8039,34.1176,264.307,14.2196,16.385,5.32808,1,10,0,0,23,74.902,0,0,7.936,0
37830,37072.56,13.2025,12.9773,12.9542,31,0,0,2313,58.4089,14,91.4,50.3,2.62,29.8039,33.7255,264.181,14.2196,16.385,5.32808,1,10,0,0,24,74.902,0,0,7.936,0
37831,37072.6,12.9085,12.9773,13.0046,31,0,0,2339.25,58.4089,14,91.4,49.97,2.62,30.1961,33.7255,265.258,14.2196,16.24,5.21517,1,10,0,0,24,74.902,0,0,7.936,0
37832,37072.64,12.9917,12.9773,13.0215,31,0,0,2294.25,58.4089,14.5,91.4,50.6,2.62,30.1961,34.1176,265.115,14.2196,16.24,5.25054,1,10,0,0,23,74.902,0,0,7.936,0
37833,37072.68,13.0343,12.9773,13.0215,31,0,0,2334.75,58.4089,14,91.4,50.32,2.62,30.1961,34.1176,265.07,14.2196,16.385,5.25054,1,10,0,0,23,74.902,0,0,7.936,0
37834,37072.72,13.1174,12.9773,12.9934,31,0,0,2311,58.4089,14,91.4,50.6,2.62,30.1961,34.1176,265.296,14.2196,16.385,5.27975,1,10,0,0,24,74.902,0,0,7.936,0
37835,37072.76,13.5816,12.9773,12.9821,31,0,0,2321,58.4089,14,91.4,49.97,2.6,30.1961,34.1176,265.218,14.2196,16.385,5.30102,1,10,0,0,24,74.902,0,0,7.936,0
37836,37072.8,13.4559,12.9773,12.9821,31,0,0,2329,58.4089,14.5,91.4,50.08,2.6,30.1961,34.1176,265.202,14.2196,16.385,5.30102,1,10,0,0,24,74.902,0,0,7.936,0
37837,37072.84,13.539,12.9773,13.0215,31,0,0,2325.75,58.4089,14,91.4,49.97,2.6,30.1961,34.1176,265.219,14.2196,16.385,5.25666,1,10,0,0,23,74.902,0,0,7.936,0
37838,37072.88,13.6241,13.0922,13.0215,31,0,0,2328.75,58.4089,14.5,91.4,50.84,2.64,30.1961,34.902,265.363,14.2196,16.385,5.25666,1,10,0,0,23,74.902,0,0,7.936,0
37839,37072.92,13.539,13.0922,13.0102,31,0,0,2325.25,58.4089,14,91.4,50.6,2.62,30.1961,34.5098,265.377,14.2196,16.385,5.29206,1,10,0,0,24,74.902,0,0,7.936,0
37840,37072.96,13.5816,13.0922,13.0271,31,0,0,2330.25,59.0303,15,91.4,50.5,2.62,30.1961,34.1176,265.35,14.2196,16.53,5.23666,1,10,0,0,24,74.902,0,0,7.936,0
